index,verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,comments,reconstructed_verse
712,1908906,BW>[,1Qisaa,Isaiah,39,3,JBW>W,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL,0 0000 00000 0 0000 00 0 000 0000000 0 00000 0000 00 0000 0 00000 0 000 0 0 000 00000 00000 0 00000 0000000 0 000 00000 000 000 0 000,qal,impf,W M >JN JBW>W >LJKH,,>LJKH,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL
714,1908914,BW>[,1Qisaa,Isaiah,39,3,B>W,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL,0 0000 00000 0 0000 00 0 000 0000000 0 00000 0000 00 0000 0 00000 0 000 0 0 000 00000 00000 0 00000 0000000 0 000 00000 000 000 0 000,qal,perf,M >RY RXWQH B>W >LJ M BBL,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL
716,1921795,BW>[,1Q8,Isaiah,39,3,JB>W,W JBW> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL,0 0000 000000 0 0000 11 1 111 111111 1 1111 1111 11 1111 1 11110 1 000 0 0 000 0000 0000 1 0011 111111 1 111 11111 111 111 1 111,qal,impf,W M >JN JB>W >LJK,,>LJK,>L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,W JBW> JC<JHW H NBJ> [>L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJ]M [H] >LH W M >JN JB>W >LJK [W] J>[MR XZQJHW M >RY RXWQH B>W >LJ M BBL]
729,225696,<LH[,MT,Isaiah,40,9,<LJ,<L HR GBH <LJ LK MBFRT YJWN HRJMJ B KX QWLK MBFRT JRWCLM HRJMJ >L TJR>J >MRJ L <RJ JHWDH HNH >LHJKM,,qal,impv,<L HR GBH <LJ LK,,<L HR GBH,<L HR/ GBH/,to a high mountain,0.0,prep,place,inanim,und,subs,complex,factive,goal,<L,,,,,
730,1909147,<LH[,1Qisaa,Isaiah,40,9,<LJ,<L HR GBH <LJ LKJ MBFRT YJWN HRJMJ B KWX QWLK MBFRT JRWCLJM HRJMJ >L TJR>J >MWRJ L <RJ JHWDH HNH >LWHHKMH,00 00 000 000 000 00000 0000 00000 0 000 0000 00000 0000000 00000 00 00000 00000 0 000 00000 000 00000000,qal,impv,<L HR GBH <LJ LKJ,,<L HR GBH,<L HR/ GBH/,to a high mountain,0.0,prep,place,inanim,und,subs,complex,factive,goal,<L,,,,,<L HR GBH <LJ LKJ MBFRT YJWN HRJMJ B KWX QWLK MBFRT JRWCLJM HRJMJ >L TJR>J >MWRJ L <RJ JHWDH HNH >LWHHKMH
784,226545,JY>[,MT,Isaiah,42,1,JWYJ>,HN <BDJ >TMK BW BXJRJ RYTH NPCJ NTTJ RWXJ <LJW MCPV L GWJM JWYJ>,,hif,impf,MCPV L GWJM JWYJ>,,L GWJM,L H GWJ/,to the nations,0.0,prep,gens,anim,det,subs,simple,fictive,goal,L,,,,he will bring -justice- to the nations-fictive-justice abstract,
785,1910040,JY>[,1Qisaa,Isaiah,42,1,JWYJ>,HNH <BDJ >TMWKH BW BXJRJ RYTH NPCJ NTTJ RWXJ <LJW W MCPVW L GW>JM JWYJ>,000 0000 000000 00 00000 0000 0000 0000 0000 0000 0 00000 0 00000 00000,hifil,impf,W MCPVW L GW>JM JWYJ>,,L GW>JM,L H GWJ/,to the nations,0.0,prep,gens,anim,det,subs,simple,fictive,goal,L,,,,he will bring -justice- to the nations-fictive-justice abstract,HNH <BDJ >TMWKH BW BXJRJ RYTH NPCJ NTTJ RWXJ <LJW W MCPVW L GW>JM JWYJ>
798,226764,HLK[,MT,Isaiah,42,16,HWLKTJ,W HWLKTJ <WRJM B DRK L> JD<W B NTJBWT L> JD<W >DRJKM >FJM MXCK L PNJHM L >WR W M<QCJM L MJCWR >LH H DBRJM <FJTM W L> <ZBTJM,,hif,perf,W HWLKTJ <WRJM B DRK,,B DRK,B DRK/,along the road,0.0,prep,place,inanim,det,subs,simple,factive,trajectory,B,,,,,
799,1910273,HLK[,1Qisaa,Isaiah,42,16,HWLJKTJ,W HWLJKTJ <WRJM B DRK W LW> JD<W B NTJBWT LW> JD<W >DRJKM >FJMH MHCWKJM L PNJHMH L >WR W M<QCJM L MJCWR >LH H DBRJM <FJTJM W LW> <ZBTJM,0 0000000 00000 0 000 0 000 0000 0 000000 000 0000 000000 00000 0000000 0 000000 0 000 0 000000 0 00000 000 0 00000 000000 0 000 000000,hifil,perf,W HWLJKTJ <WRJM B DRK,,B DRK,B DRK/,along the road,0.0,prep,place,inanim,det,subs,simple,factive,trajectory,B,,,,,W HWLJKTJ <WRJM B DRK W LW> JD<W B NTJBWT LW> JD<W >DRJKM >FJMH MHCWKJM L PNJHMH L >WR W M<QCJM L MJCWR >LH H DBRJM <FJTJM W LW> <ZBTJM
804,226959,<BR[,MT,Isaiah,43,2,T<BR,KJ T<BR B MJM >TK >NJ W B NHRWT L> JCVPWK KJ TLK BMW >C L> TKWH W LHBH L> TB<R BK,,qal,impf,KJ T<BR B MJM,,B MJM,B H MJM/,through water,0.0,prep,phen,inanim,det,subs,simple,factive,trajectory,B,,,,,
805,226972,HLK[,MT,Isaiah,43,2,TLK,KJ T<BR B MJM >TK >NJ W B NHRWT L> JCVPWK KJ TLK BMW >C L> TKWH W LHBH L> TB<R BK,,qal,impf,KJ TLK BMW >C,,BMW >C,BMW >C/,in fire,0.0,prep,phen,inanim,und,subs,simple,factive,trajectory,B,,,,,
807,1910483,<BR[,1Qisaa,Isaiah,43,2,T<BWR,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH,000 00000 0 000 0000 000 0 0 00000 000 000000 000 000 000 00 000 0000 0 0000 000 0000 000,qal,impf,KJ> T<BWR B MJM,,B MJM,B H MJM/,through water,0.0,prep,phen,inanim,det,subs,simple,factive,trajectory,B,,,,,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH
809,1910494,HLK[,1Qisaa,Isaiah,43,2,TLK,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH,000 00000 0 000 0000 000 0 0 00000 000 000000 000 000 000 00 000 0000 0 0000 000 0000 000,qal,impf,KJ> TLK BMW >C,,BMW >C,BMW >C/,in fire,0.0,prep,phen,inanim,und,subs,simple,factive,trajectory,B,,,,,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH
823,227276,BW>[,MT,Isaiah,43,23,HBJ>T,L> HBJ>T LJ FH <LTJK W ZBXJK L> KBDTNJ L> H<BDTJK B MNXH W L> HWG<TJK B LBWNH,,hif,perf,L> HBJ>T LJ FH <LTJK,,LJ,L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,L,,,,,
824,1910817,BW>[,1Qisaa,Isaiah,43,23,HBJ>WTH,LW> HBJ>WTH LJ FH L <WLH W B ZBXJKH LW> KBDTNJ W LW> <FJTH LJ> MNXH W LW> HWG<TJKH B LBWNH,000 0000000 00 00 0 0000 0 0 000000 000 000000 0 000 00000 000 0000 0 000 00000000 0 00000,hifil,perf,LW> HBJ>WTH LJ FH L,,LJ,L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,L,,,,,LW> HBJ>WTH LJ FH L <WLH W B ZBXJKH LW> KBDTNJ W LW> <FJTH LJ> MNXH W LW> HWG<TJKH B LBWNH
825,1922630,BW>[,1Q8,Isaiah,43,23,HBJ>WT,L> HBJ>WT LJ FH <LTJK W ZBXJK L> KBDTNJ L> H<BDTJK B MNXH W L> HWG<TJK B LBWNH,11 000000 00 00 00000 0 11111 11 111111 11 1111111 1 1111 1 11 1111111 0 00000,hifil,perf,L> HBJ>WT LJ FH <LTJK,,LJ,L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,L,,,,,[L>] HBJ>WT LJ FH <LTJK W [ZBXJK L> KBDTNJ L> H<BDTJK B MNXH W L> HWG<TJK] B LBWNH
834,227689,CWB[,MT,Isaiah,44,19,JCJB,W L> JCJB >L LBW W L> D<T W L> TBWNH L >MR XYJW FRPTJ BMW >C W >P >PJTJ <L GXLJW LXM >YLH BFR W >KL W JTRW L TW<BH ><FH L BWL <Y >SGWD,,hif,impf,W L> JCJB >L LBW,,>L LBW,>L LB/,in his heart,0.0,prep,abs,inanim,det,subs,complex,fictive,goal,>L,,,,to turn to one-s soul/heart-fictive,
835,1911262,CWB[,1Qisaa,Isaiah,44,19,JCJB,W LW> JCJB >L LBW W LW> D<T W LW> TBWNH L >MWR L >MWR XYJW FRPTJ BMW >C W >P >PJTJ <L GXLJW LXM W >YLH BFR W >WKLH W JTRW L TW<BWT ><FH L BLWJ <Y >SGWD,0 000 0000 00 000 0 000 000 0 000 00000 0 0000 0 0000 0000 00000 000 00 0 00 00000 00 00000 000 0 0000 000 0 00000 0 0000 0 000000 0000 0 0000 00 00000,hifil,impf,W LW> JCJB >L LBW,,>L LBW,>L LB/,in his heart,0.0,prep,abs,inanim,det,subs,complex,fictive,goal,>L,,,,to turn to one-s soul/heart-fictive,W LW> JCJB >L LBW W LW> D<T W LW> TBWNH L >MWR L >MWR XYJW FRPTJ BMW >C W >P >PJTJ <L GXLJW LXM W >YLH BFR W >WKLH W JTRW L TW<BWT ><FH L BLWJ <Y >SGWD
836,227766,CWB[,MT,Isaiah,44,22,CWBH,MXJTJ K <B PC<JK W K <NN XV>WTJK CWBH >LJ KJ G>LTJK,,qal,impv,CWBH >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,>L,,,,,
837,1911339,CWB[,1Qisaa,Isaiah,44,22,CWBH,MXJTJ K <B PC<KH W K <NN XV>WTJKH CWBH >LJ KJ> G>LTJKH,00000 0 00 00000 0 0 000 00000000 0000 000 000 0000000,qal,impv,CWBH >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,>L,,,,,MXJTJ K <B PC<KH W K <NN XV>WTJKH CWBH >LJ KJ> G>LTJKH
848,228114,<BR[,MT,Isaiah,45,14,J<BRW,KH >MR JHWH JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH <LJK J<BRW W LK JHJW >XRJK JLKW B ZQJM J<BRW W >LJK JCTXWW >LJK JTPLLW >K BK >L W >JN <WD >PS >LHJM,,qal,impf,JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH <LJK J<BRW,JGJ< MYRJM W SXR KWC W SB>JM >NCJ MDH,<LJK,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,<L,,,,,
851,1911707,<BR[,1Qisaa,Isaiah,45,14,J<BWRW,KWH >MR JHWH JGJ< MYRJM W SXR KWC SB>JM >NCJ MDWT <LJK J<BWRW W LK JHJW >XRJK JLKW B ZQJM J<BWRW W >LJKJ JCTXWWH W >LJKJ JTPLLW >K BKJ >L W >JN <WD >PS >LWHJM,011 111 0000 0000 00000 0 000 000 00000 0000 0000 0000 000000 0 00 0000 01111 0000 0 0000 000000 0 00000 0000000 0 00000 000000 00 000 00 0 000 000 011 110000,qal,impf,JGJ< MYRJM W SXR KWC SB>JM >NCJ MDWT <LJK J<BWRW,,<LJK,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,<L,,,,,K[WH >MR] JHWH JGJ< MYRJM W SXR KWC SB>JM >NCJ MDWT <LJK J<BWRW W LK JHJW >[XRJK] JLKW B ZQJM J<BWRW W >LJKJ JCTXWWH W >LJKJ JTPLLW >K BKJ >L W >JN <WD >[PS >L]WHJM
867,228311,BW>[,MT,Isaiah,45,24,JBW>,>K B JHWH LJ >MR YDQWT W <Z <DJW JBW> W JBCW KL H NXRJM BW,,qal,impf,<DJW JBW>,,<DJW,<D,to him,0.0,prep,prps,anim,det,prsf,simple,factive,goal,<D,,,,,
868,1911919,BW>[,1Qisaa,Isaiah,45,24,JBW>W,>K B JHWH LJ> J>MR YDQWT W <WZ <DJW JBW>W JBWCW KWL H NXRJM BW,00 0 0000 000 0000 00000 0 000 0000 00000 00000 000 0 00000 00,qal,impf,<DJW JBW>W,,<DJW,<D,to him,0.0,prep,prps,anim,det,prsf,simple,factive,goal,<D,,,,,>K B JHWH LJ> J>MR YDQWT W <WZ <DJW JBW>W JBWCW KWL H NXRJM BW
869,228356,HLK[,MT,Isaiah,46,2,HLKH,QRSW KR<W JXDW L> JKLW MLV MF> W NPCM B CBJ HLKH,,qal,perf,W NPCM B CBJ HLKH,NPCM,B CBJ,B H CBJ/,in the captivity,0.0,prep,occ,inanim,det,subs,simple,fictive,goal,B,,,,,
870,1911961,HLK[,1Qisaa,Isaiah,46,2,HLKW,QRSW KR<W JXDJW W LW> JWKLW MLV MF> W NPCMH B CBJ HLKW,0000 0000 00000 0 000 00000 000 000 0 00000 0 000 0000,qal,perf,W NPCMH B CBJ HLKW,NPCMH,B CBJ,B H CBJ/,in the captivity,0.0,prep,occ,inanim,det,subs,simple,fictive,goal,B,,,,,QRSW KR<W JXDJW W LW> JWKLW MLV MF> W NPCMH B CBJ HLKW
874,228449,CWB[,MT,Isaiah,46,8,HCJBW,ZKRW Z>T W HT>CCW HCJBW PWC<JM <L LB,,hif,impv,HCJBW <L LB,,<L LB,<L LB/,to the heart/to the mind,0.0,prep,abs,inanim,und,subs,simple,fictive,goal,<L,,,,,
875,1912059,CWB[,1Qisaa,Isaiah,46,8,HCJBW,ZKWRW ZW>T W HT>WCCW HCJBW PWC<JM <L LB,00000 0000 0 0000000 00000 000000 00 00,hifil,impv,HCJBW PWC<JM <L LB,,<L LB,<L LB/,to the heart/to the mind,0.0,prep,abs,inanim,und,subs,simple,fictive,goal,<L,,,,,ZKWRW ZW>T W HT>WCCW HCJBW PWC<JM <L LB
876,1923178,CWB[,1Q8,Isaiah,46,8,HCJBW,ZKRW Z>T W HT>CCW HCJBW PC<JM <L LB,0000 000 1 111111 00000 00000 00 00,hifil,impv,HCJBW PWC<JM <L LB,,<L LB,<L LB/,to the heart/to the mind,0.0,prep,abs,inanim,und,subs,simple,fictive,goal,<L,,,,,ZKRW Z>T [W HT>CCW] HCJBW PC<JM <L LB
901,228652,BW>[,MT,Isaiah,47,9,TB>NH,W TB>NH LK CTJ >LH RG< B JWM >XD CKWL W >LMN K TMM B>W <LJK B RB KCPJK B <YMT XBRJK M>D,,qal,impf,W TB>NH LK CTJ >LH RG< B JWM >XD CKWL W >LMN,CTJ >LH CKWL W >LMN,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,,
902,228665,BW>[,MT,Isaiah,47,9,B>W,W TB>NH LK CTJ >LH RG< B JWM >XD CKWL W >LMN K TMM B>W <LJK B RB KCPJK B <YMT XBRJK M>D,,qal,perf,K TMM B>W <LJK B RB KCPJK B <YMT XBRJK M>D,,<LJK,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,<L,,,,,
903,1912280,BW>[,1Qisaa,Isaiah,47,9,TBW>JNH,W TBW>JNH LK CTJ >LH RG< B JWM >XD CKWL W >LMNH K TWMM B>W <LJK B RWB KCPJK B <YMT XWBRJK MW>DH,0 0000000 00 000 000 000 0 000 000 0000 0 00000 0 0000 000 0000 0 000 00000 0 0000 000000 00000,qal,impf,W TBW>JNH LK CTJ >LH RG< B JWM >XD CKWL W >LMNH,CTJ >LH CKWL W >LMNH,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,,W TBW>JNH LK CTJ >LH RG< B JWM >XD CKWL W >LMNH K TWMM B>W <LJK B RWB KCPJK B <YMT XWBRJK MW>DH
904,1912293,BW>[,1Qisaa,Isaiah,47,9,B>W,W TBW>JNH LK CTJ >LH RG< B JWM >XD CKWL W >LMNH K TWMM B>W <LJK B RWB KCPJK B <YMT XWBRJK MW>DH,0 0000000 00 000 000 000 0 000 000 0000 0 00000 0 0000 000 0000 0 000 00000 0 0000 000000 00000,qal,perf,K TWMM B>W <LJK B RWB KCPJK B <YMT XWBRJK MW>DH,,<LJK,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,<L,,,,,W TBW>JNH LK CTJ >LH RG< B JWM >XD CKWL W >LMNH K TWMM B>W <LJK B RWB KCPJK B <YMT XWBRJK MW>DH
905,1923393,BW>[,1Q8,Isaiah,47,9,TB>NH,W TB>NH LK CTJ >LH RG< B JWM >XD CKWL W >LMN K TMM B>W <LJK B RB KCPJK B <YMT XBRJK M>D,0 00000 00 000 000 000 0 111 111 1111 1 1111 1 111 100 0000 0 00 00000 0 0000 01111 111,qal,impf,W TB>NH LK CTJ >LH RG< B JWM >XD CKWL W >LMN,CTJ >LH CKWL W >LMN,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,L,,,,,W TB>NH LK CTJ >LH RG< B [JWM >XD CKWL W >LMN K TMM B]>W <LJK B RB KCPJK B <YMT X[BRJK M>D]
910,228695,BW>[,MT,Isaiah,47,11,B>,W B> <LJK R<H L> TD<J CXRH W TPL <LJK HWH L> TWKLJ KPRH W TB> <LJK PT>M CW>H L> TD<J,,qal,perf,W B> <LJK R<H,R<H,<LJK,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,<L,,,,disasters/evils will come upon you,
912,228709,BW>[,MT,Isaiah,47,11,TB>,W B> <LJK R<H L> TD<J CXRH W TPL <LJK HWH L> TWKLJ KPRH W TB> <LJK PT>M CW>H L> TD<J,,qal,impf,W TB> <LJK PT>M CW>H,CW>H,<LJK,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,<L,,,,"ravage/desolation as subject, fictive",
913,1912325,BW>[,1Qisaa,Isaiah,47,11,B>H,W B>H <LJK R<H W LW> TD<J CXRH W TPWL <LJK HWJH LW> TWKLJ L KPRH W TBW> <LJK PT>WM C>H W LW> TD<J,0 000 0000 000 0 000 0000 0000 0 0000 0000 0000 000 00000 0 0000 0 0000 0000 00000 000 0 000 0000,qal,perf,W B>H <LJK R<H,R<H,<LJK,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,<L,,,,disasters/evils will come upon you,W B>H <LJK R<H W LW> TD<J CXRH W TPWL <LJK HWJH LW> TWKLJ L KPRH W TBW> <LJK PT>WM C>H W LW> TD<J
915,1912341,BW>[,1Qisaa,Isaiah,47,11,TBW>,W B>H <LJK R<H W LW> TD<J CXRH W TPWL <LJK HWJH LW> TWKLJ L KPRH W TBW> <LJK PT>WM C>H W LW> TD<J,0 000 0000 000 0 000 0000 0000 0 0000 0000 0000 000 00000 0 0000 0 0000 0000 00000 000 0 000 0000,qal,impf,W TBW> <LJK PT>WM C>H,C>H,<LJK,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,<L,,,,"ravage/desolation as subject, fictive",W B>H <LJK R<H W LW> TD<J CXRH W TPWL <LJK HWJH LW> TWKLJ L KPRH W TBW> <LJK PT>WM C>H W LW> TD<J
919,228754,BW>[,MT,Isaiah,47,13,JB>W,NL>JT B RB <YTJK J<MDW N> W JWCJ<K HBRW CMJM H XZJM B KWKBJM MWDJ<M L XDCJM M >CR JB>W <LJK,,qal,impf,M >CR JB>W <LJK,,<LJK,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,<L,,,,,
920,1912387,BW>[,1Qisaa,Isaiah,47,13,JBW>,K RWB <YTK J<MWDW N> W JWCJ<WK XWBRJ CMJM W H XWZJM B KWKBJM MWD<JM L XRDJM M >CR JBW> <LJHMH,0 000 0000 000000 00 0 0000000 00000 0000 0 0 00000 0 000000 000000 0 00000 0 000 0000 000000,qal,impf,M >CR JBW> <LJHMH,,<LJHMH,<L,upon you,0.0,prep,prps,anim,det,prsf,simple,fictive,goal,<L,,,,,K RWB <YTK J<MWDW N> W JWCJ<WK XWBRJ CMJM W H XWZJM B KWKBJM MWD<JM L XRDJM M >CR JBW> <LJHMH
930,229023,QRB[,MT,Isaiah,48,16,QRBW,QRBW >LJ CM<W Z>T L> M R>C B STR DBRTJ M <T HJWTH CM >NJ W <TH >DNJ JHWH CLXNJ W RWXW,,qal,impv,QRBW >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
931,1912677,QRB[,1Qisaa,Isaiah,48,16,QRWBW,QRWBW >LJ W CM<W ZW>T LW> M RWC B STR DBRTJ B <T HJWTH CMH >NJ W <TH >DWNJ JHWH CLXNJ W RWXW,00000 000 0 0000 0000 000 0 000 0 000 00000 0 00 00000 000 000 0 000 00000 0000 00000 0 0000,qal,impv,QRWBW >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,QRWBW >LJ W CM<W ZW>T LW> M RWC B STR DBRTJ B <T HJWTH CMH >NJ W <TH >DWNJ JHWH CLXNJ W RWXW
933,1912718,HLK[,1Qisaa,Isaiah,48,17,TLK,KWH >MR JHWH GW>LKH QDWC JFR>L >NJ JHWH >LWHJKH MLMDKH L HW<JL HDRJKH B DRK >CR TLK BH,000 000 0000 000000 0000 00000 000 0000 0000000 000000 0 00000 000000 0 000 000 000 00,qal,impf,TLK BH,,BH,B,in it / in her,0.0,prep,prps,inanim,det,prsf,simple,factive,trajectory,B,,,,,KWH >MR JHWH GW>LKH QDWC JFR>L >NJ JHWH >LWHJKH MLMDKH L HW<JL HDRJKH B DRK >CR TLK BH
935,229110,JY>[,MT,Isaiah,48,20,HWYJ>WH,Y>W M BBL BRXW M KFDJM B QWL RNH HGJDW HCMJ<W Z>T HWYJ>WH <D QYH H >RY >MRW G>L JHWH <BDW J<QB,,hif,impv,HWYJ>WH <D QYH H >RY,,<D QYH H >RY,<D QYH=/ H >RY/,to the end of the earth,0.0,prep,place,inanim,det,subs,complex,fictive,goal,<D,,,,"fictive-bring words, news",
940,229219,CWB[,MT,Isaiah,49,5,CWBB,W <TH >MR JHWH JYRJ M BVN L <BD LW L CWBB J<QB >LJW W JFR>L L> J>SP W >KBD B <JNJ JHWH W >LHJ HJH <ZJ,,piel,infc,L CWBB J<QB >LJW,,>LJW,>L,to him / it,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
941,1912889,CWB[,1Qisaa,Isaiah,49,5,CWBB,W <TH >MR JHWH JWYRK M BVN L <BD LW L CWBB J<QWB >LJW W JFR>L LW J>SP W >KBDH B <JNJ JHWH W >LWHJ HJH <ZRJ,0 000 000 0000 00000 0 000 0 000 00 0 0000 00000 0000 0 00000 00 0000 0 00000 0 0000 0000 0 00000 000 0000,polel,infc,L CWBB J<QWB >LJW,,>LJW,>L,to him / it,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,W <TH >MR JHWH JWYRK M BVN L <BD LW L CWBB J<QWB >LJW W JFR>L LW J>SP W >KBDH B <JNJ JHWH W >LWHJ HJH <ZRJ
942,1923715,CWB[,1Q8,Isaiah,49,5,CWBB,W <TH KH >MR JHWH JWYRJ M BVN L <BD LW L CWBB J<QB >LJW W JFR>L LW J>SP W >KBD B <JNJ JHWH W >LHJ HJH <ZJ,0 000 00 000 0000 00000 0 000 0 000 00 0 0000 0000 0000 0 00011 11 1111 1 0000 0 0000 0000 0 0000 000 000,polel,infc,L CWBB J<QB >LJW,,>LJW,>L,to him / it,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,W <TH KH >MR JHWH JWYRJ M BVN L <BD LW L CWBB J<QB >LJW W JFR[>L LW J>SP W] >KBD B <JNJ JHWH W >LHJ HJH <ZJ
955,229446,BW>[,MT,Isaiah,49,18,B>W,F>J SBJB <JNJK W R>J KLM NQBYW B>W LK XJ >NJ N>M JHWH KJ KLM K <DJ TLBCJ W TQCRJM K KLH,,qal,perf,B>W LK,,LK,L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,L,,,,,
956,1913133,BW>[,1Qisaa,Isaiah,49,18,B>W,S>J SBJB <JNJK W R>J KWLM NQBYW B>W LKJ XJ >NJ NW>M JHWH KJ> KWLM K <DJ TLBCJ W TQCRJM K KLH,000 0000 00000 0 000 0000 00000 000 000 00 000 0000 0000 000 0000 0 000 00000 0 000000 0 000,qal,perf,B>W LKJ,,LKJ,L,to you,0.0,prep,prps,anim,det,prsf,simple,factive,goal,L,,,,,S>J SBJB <JNJK W R>J KWLM NQBYW B>W LKJ XJ >NJ NW>M JHWH KJ> KWLM K <DJ TLBCJ W TQCRJM K KLH
965,229785,NGC[,MT,Isaiah,50,8,JGC,QRWB MYDJQJ MJ JRJB >TJ N<MDH JXD MJ B<L MCPVJ JGC >LJ,,qal,impf,JGC >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,
966,1913481,NGC[,1Qisaa,Isaiah,50,8,JGC,QRWB MYDJQJ MJ JRJB >TJ N<MWDH JXDJW MJ B<L MCPVJ JGC >LJ,0000 000000 00 0000 000 000000 00000 00 000 00000 000 000,qal,impf,JGC >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,QRWB MYDJQJ MJ JRJB >TJ N<MWDH JXDJW MJ B<L MCPVJ JGC >LJ
967,1923957,NGC[,1Q8,Isaiah,50,8,JGC,QRWB MYDJQJ MJ JRJB >TJ N<MDH JXD MJ B<L MCPVJ JGC >LJ,0000 000000 00 0000 000 11111 111 11 100 00000 000 000,qal,impf,JGC >LJ,,>LJ,>L,to me,0.0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,QRWB MYDJQJ MJ JRJB >TJ [N<MDH JXD MJ B]<L MCPVJ JGC >LJ
983,230059,BW>[,MT,Isaiah,51,11,B>W,W PDWJJ JHWH JCWBWN W B>W YJWN B RNH W FMXT <WLM <L R>CM FFWN W FMXH JFJGWN NSW JGWN W >NXH,,qal,perf,W B>W YJWN B RNH,,YJWN,YJWN==/,to Zion,0.0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,
