verb_id,lex,scroll,book_canonical,text_unit,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,Study_Edition,verse_genre,verse_language,era_style
72682,BW>[,MT,Numbers,Numbers,4,47,B>,M BN CLCJM CNH W M<LH W <D BN XMCJM CNH KL H B> L <BD <BDT <BDH W <BDT MF> B >HL MW<D,,qal,ptca,H B>,,no complement,no complement,,,,,,,,,,,,,,,,,,,,list,Hebrew,CBH
72836,CWB[,MT,Numbers,Numbers,5,7,HCJB,W HTWDW >T XV>TM >CR <FW W HCJB >T >CMW B R>CW W XMJCTW JSP <LJW W NTN L >CR >CM LW,,hif,perf,W HCJB >T >CMW B R>CW,,B R>CW,B R>C/,upon his own head,0.0,prep,body part,inanim,det,subs,complex,fictive,other,B,,,,,,,,,instruction,Hebrew,CBH
1964513,CWB[,4Q23,Numbers,Numbers,5,7,HCJB,W HTWDW >T XV>TM W HCJB >T >CMW B R>CW W XMJCTW JSP <LJW W NTN L >CR >CM LW,0 00011 11 11111 1 1111 11 1111 1 1000 1 110111 111 1111 1 111 1 111 111 11,hif,perf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,W HTW[DW >T XV>TM W HCJB >T >CMW B R]>CW [W XM]J[CTW JSP <LJW W NTN L >CR >CM LW],,instruction,Hebrew,CBH
72859,CWB[,MT,Numbers,Numbers,5,8,HCJB,W >M >JN L >JC G>L L HCJB H >CM >LJW H >CM H MWCB L JHWH L KHN M L BD >JL H KPRJM >CR JKPR BW <LJW,,hif,infc,L HCJB H >CM >LJW,,>LJW,>L,to him,0.0,prep,person,anim,det,prsf,simple,factive,recipient,>L,,,,,,,,,instruction,Hebrew,CBH
72866,CWB[,MT,Numbers,Numbers,5,8,MWCB,W >M >JN L >JC G>L L HCJB H >CM >LJW H >CM H MWCB L JHWH L KHN M L BD >JL H KPRJM >CR JKPR BW <LJW,,hof,ptcp,H MWCB,,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
1964536,CWB[,4Q23,Numbers,Numbers,5,8,HCB,W >M >JN L >JC G>L L HCB H >CM >LJW H >CM H MWCB L JHWH L KHN M L BD >JL H KPRJM >CR JKPR BW <LJW,1 11 111 1 111 000 0 000 1 111 1111 1 111 1 1111 1 1111 1 111 1 1 11 111 1 11100 000 1111 11 1111,hif,infc,L HCB [H >CM >LJW],None,,,,,,,,,,,,,,,,,,,reconstructed,[W >M >JN L >JC] G>L L HCB [H >CM >LJW H >CM H MWCB L JHWH L KHN M L BD >JL H KPR]JM >CR [JKPR BW <LJW],,instruction,Hebrew,CBH
1964543,CWB[,4Q23,Numbers,Numbers,5,8,MWCB,W >M >JN L >JC G>L L HCB H >CM >LJW H >CM H MWCB L JHWH L KHN M L BD >JL H KPRJM >CR JKPR BW <LJW,1 11 111 1 111 000 0 000 1 111 1111 1 111 1 1111 1 1111 1 111 1 1 11 111 1 11100 000 1111 11 1111,hof,ptca,[H MWCB],,no complement,no complement,,,,,,,,,,,,,,,,,reconstructed,[W >M >JN L >JC] G>L L HCB [H >CM >LJW H >CM H MWCB L JHWH L KHN M L BD >JL H KPR]JM >CR [JKPR BW <LJW],,instruction,Hebrew,CBH
72891,QRB[,MT,Numbers,Numbers,5,9,JQRJBW,W KL TRWMH L KL QDCJ BNJ JFR>L >CR JQRJBW L KHN LW JHJH,,hif,impf,>CR JQRJBW L KHN,,L KHN,L H KHN/,to the priest,0.0,prep,person,anim,det,subs,simple,factive,goal,L,,,,,,,,,instruction,Hebrew,CBH
1964568,QRB[,4Q23,Numbers,Numbers,5,9,JQRJBW,W KL TRWMH L KL QDCJ BNJ JFR>L >CR JQRJBW L KHN LW JHJH,1 11 11111 1 11 1111 111 11111 111 111111 1 111 01 0001,hif,impf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W KL TRWMH L KL QDCJ BNJ JFR>L >CR JQRJBW L KHN] L[W] JHJ[H],,instruction,Hebrew,CBH
72928,FVH[,MT,Numbers,Numbers,5,12,TFVH,DBR >L BNJ JFR>L W >MRT >LHM >JC >JC KJ TFVH >CTW W M<LH BW M<L,,qal,impf,KJ TFVH >CTW,>CTW,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
72959,<BR[,MT,Numbers,Numbers,5,14,<BR,W <BR <LJW RWX QN>H W QN> >T >CTW W HW> NVM>H >W <BR <LJW RWX QN>H W QN> >T >CTW W HJ> L> NVM>H,,qal,perf,W <BR <LJW RWX QN>H,RWX QN>H,<LJW,<L,upon him,0.0,prep,person,anim,det,prsf,simple,metaphor,goal,<L,,,,,,if the spirit of jealousy comes upon him fictive,,,instruction,Hebrew,CBH
72971,<BR[,MT,Numbers,Numbers,5,14,<BR,W <BR <LJW RWX QN>H W QN> >T >CTW W HW> NVM>H >W <BR <LJW RWX QN>H W QN> >T >CTW W HJ> L> NVM>H,,qal,perf,>W <BR <LJW RWX QN>H,RWX QN>H,<LJW,<L,upon him,0.0,prep,person,anim,det,prsf,simple,metaphor,goal,<L,,,,,,,,,instruction,Hebrew,CBH
72984,BW>[,MT,Numbers,Numbers,5,15,HBJ>,W HBJ> H >JC >T >CTW >L H KHN W HBJ> >T QRBNH <LJH <FJRT H >JPH QMX F<RJM L> JYQ <LJW CMN W L> JTN <LJW LBNH KJ MNXT QN>T HW> MNXT ZKRWN MZKRT <WN,,hif,perf,W HBJ> H >JC >T >CTW >L H KHN,H >JC,>L H KHN,>L H KHN/,to the priest,0.0,prep,person,anim,det,subs,simple,factive,goal,>L,,,,,,,,,instruction,Hebrew,CBH
72993,BW>[,MT,Numbers,Numbers,5,15,HBJ>,W HBJ> H >JC >T >CTW >L H KHN W HBJ> >T QRBNH <LJH <FJRT H >JPH QMX F<RJM L> JYQ <LJW CMN W L> JTN <LJW LBNH KJ MNXT QN>T HW> MNXT ZKRWN MZKRT <WN,,hif,perf,W HBJ> >T QRBNH <LJH <FJRT H >JPH QMX F<RJM,,<LJH,<L,upon it/her,0.0,prep,person,anim,det,prsf,simple,factive,other,<L,,,,,,,,,instruction,Hebrew,CBH
73020,QRB[,MT,Numbers,Numbers,5,16,HQRJB,W HQRJB >TH H KHN W H<MDH L PNJ JHWH,,hif,perf,W HQRJB >TH H KHN,H KHN,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
73112,FVH[,MT,Numbers,Numbers,5,19,FVJT,W HCBJ< >TH H KHN W >MR >L H >CH >M L> CKB >JC >TK W >M L> FVJT VM>H TXT >JCK HNQJ M MJ H MRJM H M>RRJM H >LH,,qal,perf,W >M L> FVJT VM>H TXT >JCK,,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
73128,FVH[,MT,Numbers,Numbers,5,20,FVJT,W >T KJ FVJT TXT >JCK W KJ NVM>T W JTN >JC BK >T CKBTW M BL<DJ >JCK,,qal,perf,KJ FVJT TXT >JCK,,TXT >JCK,TXT/ >JC/,under your husband,0.0,prep,person,anim,det,subs,complex,fictive,location,TXT/,,,,,,your have gone astray (being) under your husband (s authority),,,instruction,Hebrew,CBH
73177,NPL[,MT,Numbers,Numbers,5,21,NPLT,W HCBJ< H KHN >T H >CH B CB<T H >LH W >MR H KHN L >CH JTN JHWH >WTK L >LH W L CB<H B TWK <MK B TT JHWH >T JRKK NPLT W >T BVNK YBH,,qal,ptca,B TT JHWH >T JRKK NPLT,JHWH,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
73183,BW>[,MT,Numbers,Numbers,5,22,B>W,W B>W H MJM H M>RRJM H >LH B M<JK L YBWT BVN W L NPL JRK W >MRH H >CH >MN >MN,,qal,perf,W B>W H MJM H M>RRJM H >LH B M<JK,H MJM H M>RRJM H >LH,B M<JK,B M<JM/,in your belly,0.0,prep,body part,inanim,det,subs,complex,factive,goal,B,,,,,,,,,instruction,Hebrew,CBH
73197,NPL[,MT,Numbers,Numbers,5,22,NPL,W B>W H MJM H M>RRJM H >LH B M<JK L YBWT BVN W L NPL JRK W >MRH H >CH >MN >MN,,hif,infc,W L NPL JRK,,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
73235,BW>[,MT,Numbers,Numbers,5,24,B>W,W HCQH >T H >CH >T MJ H MRJM H M>RRJM W B>W BH H MJM H M>RRJM L MRJM,,qal,perf,W B>W BH H MJM H M>RRJM L MRJM,H MJM H M>RRJM,BH,B,in it / in her,0.0,prep,person,anim,det,prsf,simple,factive,goal,B,,,,,,,,,instruction,Hebrew,CBH
73264,QRB[,MT,Numbers,Numbers,5,25,HQRJB,W LQX H KHN M JD H >CH >T MNXT H QN>T W HNJP >T H MNXH L PNJ JHWH W HQRJB >TH >L H MZBX,,hif,perf,W HQRJB >TH >L H MZBX,,>L H MZBX,>L H MZBX/,to the altar,0.0,prep,object,inanim,det,subs,simple,factive,goal,>L,,,,,,,,,instruction,Hebrew,CBH
73306,BW>[,MT,Numbers,Numbers,5,27,B>W,W HCQH >T H MJM W HJTH >M NVM>H W TM<L M<L B >JCH W B>W BH H MJM H M>RRJM L MRJM W YBTH BVNH W NPLH JRKH W HJTH H >CH L >LH B QRB <MH,,qal,perf,W B>W BH H MJM H M>RRJM L MRJM,H MJM H M>RRJM,BH,B,in it / in her,0.0,prep,person,anim,det,prsf,simple,factive,goal,B,,,,,,,,,instruction,Hebrew,CBH
73318,NPL[,MT,Numbers,Numbers,5,27,NPLH,W HCQH >T H MJM W HJTH >M NVM>H W TM<L M<L B >JCH W B>W BH H MJM H M>RRJM L MRJM W YBTH BVNH W NPLH JRKH W HJTH H >CH L >LH B QRB <MH,,qal,perf,W NPLH JRKH,JRKH,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
73348,FVH[,MT,Numbers,Numbers,5,29,TFVH,Z>T TWRT H QN>T >CR TFVH >CH TXT >JCH W NVM>H,,qal,impf,>CR TFVH >CH TXT >JCH,>CH,TXT >JCH,TXT/ >JC/,under her husband,0.0,prep,person,anim,det,subs,complex,fictive,location,TXT/,,,,,,,,,instruction,Hebrew,CBH
73357,<BR[,MT,Numbers,Numbers,5,30,T<BR,>W >JC >CR T<BR <LJW RWX QN>H W QN> >T >CTW W H<MJD >T H >CH L PNJ JHWH W <FH LH H KHN >T KL H TWRH H Z>T,,qal,impf,>CR T<BR <LJW RWX QN>H,RWX QN>H,<LJW,<L,upon him,0.0,prep,person,anim,det,prsf,simple,metaphor,goal,<L,,,,,,,,,instruction,Hebrew,CBH
73474,<BR[,MT,Numbers,Numbers,6,5,J<BR,KL JMJ NDR NZRW T<R L> J<BR <L R>CW <D ML>T H JMM >CR JZJR L JHWH QDC JHJH GDL PR< F<R R>CW,,qal,impf,KL JMJ NDR NZRW T<R L> J<BR <L R>CW,T<R,<L R>CW,<L R>C/,upon his head,0.0,prep,body part,inanim,det,subs,complex,factive,goal,<L,,,,,,no razor should come upon his head,,,instruction,Hebrew,CBH
73500,BW>[,MT,Numbers,Numbers,6,6,JB>,KL JMJ HZJRW L JHWH <L NPC MT L> JB>,,qal,impf,KL JMJ <L NPC MT L> JB>,,<L NPC MT,<L NPC/ MWT[,a dead person,0.0,prep,other,inanim,det,subs,complex,factive,goal,<L,,,,,,,,,instruction,Hebrew,CBH
73558,BW>[,MT,Numbers,Numbers,6,10,JB>,W B JWM H CMJNJ JB> CTJ TRJM >W CNJ BNJ JWNH >L H KHN >L PTX >HL MW<D,,hif,impf,W B JWM H CMJNJ JB> CTJ TRJM >W CNJ BNJ JWNH >L H KHN >L PTX >HL MW<D,,>L H KHN,>L H KHN/,to the priest,0.0,prep,person,anim,det,subs,simple,factive,goal,>L,,,,,,,,,instruction,Hebrew,CBH
73609,BW>[,MT,Numbers,Numbers,6,12,HBJ>,W HZJR L JHWH >T JMJ NZRW W HBJ> KBF BN CNTW L >CM W H JMJM H R>CNJM JPLW KJ VM> NZRW,,hif,perf,W HBJ> KBF BN CNTW L >CM,,L >CM,L >CM/,for a compensation,0.0,prep,other,inanim,det,subs,simple,factive,other,L,,,,,,,,,instruction,Hebrew,CBH
73620,NPL[,MT,Numbers,Numbers,6,12,JPLW,W HZJR L JHWH >T JMJ NZRW W HBJ> KBF BN CNTW L >CM W H JMJM H R>CNJM JPLW KJ VM> NZRW,,qal,impf,W H JMJM H R>CNJM JPLW,H JMJM H R>CNJM,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
73634,BW>[,MT,Numbers,Numbers,6,13,JBJ>,W Z>T TWRT H NZJR B JWM ML>T JMJ NZRW JBJ> >TW >L PTX >HL MW<D,,hif,impf,B JWM JBJ> >TW >L PTX >HL MW<D,,>L PTX >HL MW<D,>L PTX/ >HL/ MW<D/,to the entrance of the tent of meeting,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,instruction,Hebrew,CBH
73641,QRB[,MT,Numbers,Numbers,6,14,HQRJB,W HQRJB >T QRBNW L JHWH KBF BN CNTW TMJM >XD L <LH W KBFH >XT BT CNTH TMJMH L XV>T W >JL >XD TMJM L CLMJM,,hif,perf,W HQRJB >T QRBNW L JHWH,,L JHWH,L JHWH/,to YHWH,0.0,prep,person,anim,det,nmpr,simple,factive,goal,L,,,,,,,,,instruction,Hebrew,CBH
73688,QRB[,MT,Numbers,Numbers,6,16,HQRJB,W HQRJB H KHN L PNJ JHWH W <FH >T XV>TW W >T <LTW,,hif,perf,W HQRJB H KHN L PNJ JHWH,H KHN,L PNJ JHWH,L PNH/ JHWH/,before / in front of YHWH,0.0,prep,person,anim,det,subs,simple,factive,goal,L PNH/,,,,,,,,,instruction,Hebrew,CBH
73922,QRB[,MT,Numbers,Numbers,7,2,JQRJBW,W JQRJBW NFJ>J JFR>L R>CJ BJT >BTM HM NFJ>J H MVT HM H <MDJM <L H PQDJM,,hif,wayq,W JQRJBW NFJ>J JFR>L R>CJ BJT >BTM,NFJ>J JFR>L R>CJ BJT >BTM,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
73939,BW>[,MT,Numbers,Numbers,7,3,JBJ>W,W JBJ>W >T QRBNM L PNJ JHWH CC <GLT YB W CNJ <FR BQR <GLH <L CNJ H NF>JM W CWR L >XD W JQRJBW >WTM L PNJ H MCKN,,hif,wayq,W JBJ>W >T QRBNM L PNJ JHWH CC <GLT YB W CNJ <FR BQR,,L PNJ JHWH,L PNH/ JHWH/,before / in front of YHWH,0.0,prep,person,anim,det,subs,simple,factive,goal,L,,,,,,,,,instruction,Hebrew,CBH
73962,QRB[,MT,Numbers,Numbers,7,3,JQRJBW,W JBJ>W >T QRBNM L PNJ JHWH CC <GLT YB W CNJ <FR BQR <GLH <L CNJ H NF>JM W CWR L >XD W JQRJBW >WTM L PNJ H MCKN,,hif,wayq,W JQRJBW >WTM L PNJ H MCKN,,L PNJ H MCKN,L PNH/ H MCKN/,before / in front of the tabernacle,0.0,prep,place,inanim,det,subs,complex,factive,goal,L PNH/,,,,,,,,,instruction,Hebrew,CBH
74068,QRB[,MT,Numbers,Numbers,7,10,JQRJBW,W JQRJBW H NF>JM >T XNKT H MZBX B JWM HMCX >TW W JQRJBW H NFJ>M >T QRBNM L PNJ H MZBX,,hif,wayq,W JQRJBW H NF>JM >T XNKT H MZBX B JWM,H NF>JM,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
74080,QRB[,MT,Numbers,Numbers,7,10,JQRJBW,W JQRJBW H NF>JM >T XNKT H MZBX B JWM HMCX >TW W JQRJBW H NFJ>M >T QRBNM L PNJ H MZBX,,hif,wayq,W JQRJBW H NFJ>M >T QRBNM L PNJ H MZBX,H NFJ>M,L PNJ H MZBX,L PNH/ H MZBX/,before / in front of the altar,0.0,prep,object,inanim,det,subs,complex,factive,goal,L PNH/,,,,,,,,,instruction,Hebrew,CBH
74104,QRB[,MT,Numbers,Numbers,7,11,JQRJBW,W J>MR JHWH >L MCH NFJ> >XD L JWM NFJ> >XD L JWM JQRJBW >T QRBNM L XNKT H MZBX,,hif,impf,NFJ> >XD L JWM NFJ> >XD L JWM JQRJBW >T QRBNM L XNKT H MZBX,,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
74114,QRB[,MT,Numbers,Numbers,7,12,MQRJB,W JHJ H MQRJB B JWM H R>CWN >T QRBNW NXCWN BN <MJNDB L MVH JHWDH,,hif,ptca,H MQRJB B JWM H R>CWN >T QRBNW,,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
74203,QRB[,MT,Numbers,Numbers,7,18,HQRJB,B JWM H CNJ HQRJB NTN>L BN YW<R NFJ> JFFKR,,hif,perf,B JWM H CNJ HQRJB NTN>L BN YW<R NFJ> JFFKR,NTN>L BN YW<R NFJ> JFFKR,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
74209,QRB[,MT,Numbers,Numbers,7,19,HQRB,HQRB >T QRBNW Q<RT KSP >XT CLCJM W M>H MCQLH MZRQ >XD KSP CB<JM CQL B CQL H QDC CNJHM ML>JM SLT BLWLH B CMN L MNXH,,hif,perf,HQRB >T QRBNW Q<RT KSP >XT MZRQ >XD KSP CB<JM CQL B CQL H QDC L MNXH,,L MNXH,L MNXH/,for an offering,0.0,prep,other,inanim,det,subs,simple,factive,other,L,,,,,,,,,instruction,Hebrew,CBH
75214,BW>[,MT,Numbers,Numbers,7,89,B>,W B B> MCH >L >HL MW<D L DBR >TW W JCM< >T H QWL MDBR >LJW M <L H KPRT >CR <L >RN H <DT M BJN CNJ H KRBJM W JDBR >LJW,,qal,infc,W B B> MCH >L >HL MW<D,MCH,>L >HL MW<D,>L >HL/ MW<D/,to the tent of meeting,0.0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,,instruction,Hebrew,CBH
75260,<LH[,MT,Numbers,Numbers,8,2,H<LTK,DBR >L >HRN W >MRT >LJW B H<LTK >T H NRT >L MWL PNJ H MNWRH J>JRW CB<T H NRWT,,hif,infc,B H<LTK >T H NRT,,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
75282,<LH[,MT,Numbers,Numbers,8,3,H<LH,W J<F KN >HRN >L MWL PNJ H MNWRH H<LH NRTJH K >CR YWH JHWH >T MCH,,hif,perf,>L MWL PNJ H MNWRH H<LH NRTJH,,>L MWL PNJ H MNWRH,>L MWL/ PNH/ H MNWRH/,at the front of the lampstand,0.0,prep,place,inanim,det,subs,complex,posture/not motion,location,>L,,,,,,,,,instruction,Hebrew,CBH
75345,<BR[,MT,Numbers,Numbers,8,7,H<BJRW,W KH T<FH LHM L VHRM HZH <LJHM MJ XV>T W H<BJRW T<R <L KL BFRM W KBSW BGDJHM W HVHRW,,hif,perf,W H<BJRW T<R <L KL BFRM,,<L KL BFRM,<L KL/ BFR/,over all their body,0.0,prep,body part,inanim,det,subs,complex,factive,location,<L,,,,,,,,,instruction,Hebrew,CBH
1964581,<BR[,4Q23,Numbers,Numbers,8,7,H<BJRW,L VHRM HZH <LJHM MJ XV>T W H<BJRW T<R <L KL BFRM W KBSW BGDJHM W HVHRW,0 0000 000 00000 00 0000 0 011111 111 11 11 1111 1 1111 111111 1 11111,hif,perf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,L VHRM HZH <LJHM MJ XV>T W H[<BJRW T<R <L KL BFRM W KBSW BGDJHM W HVHRW],,instruction,Hebrew,CBH
75376,QRB[,MT,Numbers,Numbers,8,9,HQRBT,W HQRBT >T H LWJM L PNJ >HL MW<D W HQHLT >T KL <DT BNJ JFR>L,,hif,perf,W HQRBT >T H LWJM L PNJ >HL MW<D,,L PNJ >HL MW<D,L PNH/ >HL/ MW<D/,before / in front of the tent of meeting,0.0,prep,place,inanim,det,subs,complex,factive,goal,L PNH/,,,,,,,,,instruction,Hebrew,CBH
75385,QHL[,MT,Numbers,Numbers,8,9,HQHLT,W HQRBT >T H LWJM L PNJ >HL MW<D W HQHLT >T KL <DT BNJ JFR>L,,hif,perf,W HQHLT >T KL <DT BNJ JFR>L,,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
1964613,QRB[,4Q23,Numbers,Numbers,8,9,HQRBT,W HQRBT >T H LWJM L PNJ >HL MW<D W HQHLT >T KL <DT BNJ JFR>L,1 11111 11 1 1111 0 000 000 0000 0 00000 00 11 111 111 11111,hif,perf,[W HQRBT >T H LWJM] L PNJ >HL MW<D,,L PNJ >HL MW<D,,before / in front of the tent of meeting,0.0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,verb rec,[W HQRBT >T H LWJM] L PNJ >HL MW<D W HQHLT >T [KL <DT BNJ JFR>L],,instruction,Hebrew,CBH
75392,QRB[,MT,Numbers,Numbers,8,10,HQRBT,W HQRBT >T H LWJM L PNJ JHWH W SMKW BNJ JFR>L >T JDJHM <L H LWJM,,hif,perf,W HQRBT >T H LWJM L PNJ JHWH,,L PNJ JHWH,L PNH/ JHWH/,before / in front of YHWH,0.0,prep,person,anim,det,subs,simple,factive,goal,L,,,,,,,,,instruction,Hebrew,CBH
1964630,QRB[,4Q23,Numbers,Numbers,8,10,HQRBT,W HQRBT >T H LWJM L PNJ JHWH W SMKW BNJ JFR>L >T JDJHM <L H LWJM,1 11111 11 1 1111 1 111 1111 1 1111 000 10000 00 00010 00 0 0000,hif,perf,W HQRBT >T H LWJM L PNJ JHWH,,L PNJ JHWH,,before / in front of YHWH,0.0,prep,person,anim,det,subs,simple,,,L,,,,,,reconstructed,[W HQRBT >T H LWJM L PNJ JHWH W SMKW] BNJ [J]FR>L >T JDJ[H]M <L H LWJM,,instruction,Hebrew,CBH
75492,BW>[,MT,Numbers,Numbers,8,15,JB>W,W >XRJ KN JB>W H LWJM L <BD >T >HL MW<D W VHRT >TM W HNPT >TM TNWPH,,qal,impf,W >XRJ KN JB>W H LWJM,H LWJM,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
75602,NGC[,MT,Numbers,Numbers,8,19,GCT,W >TNH >T H LWJM NTNJM L >HRN W L BNJW M TWK BNJ JFR>L L <BD >T <BDT BNJ JFR>L B >HL MW<D W L KPR <L BNJ JFR>L W L> JHJH B BNJ JFR>L NGP B GCT BNJ JFR>L >L H QDC,,qal,infc,B GCT BNJ JFR>L >L H QDC,BNJ JFR>L,>L H QDC,>L H QDC/,to the holy place,0.0,prep,place,inanim,det,subs,simple,factive,goal,>L,,,,,,,,,instruction,Hebrew,CBH
75660,BW>[,MT,Numbers,Numbers,8,22,B>W,W >XRJ KN B>W H LWJM L <BD >T <BDTM B >HL MW<D L PNJ >HRN W L PNJ BNJW K >CR YWH JHWH >T MCH <L H LWJM KN <FW LHM,,qal,perf,W >XRJ KN B>W H LWJM,H LWJM,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
1964716,BW>[,4Q23,Numbers,Numbers,8,22,B>W,W >XRJ KN B>W H LWJM L <BD >T <BDTM B >HL MW<D L PNJ >HRN W L PNJ BNJW,1 1111 11 111 1 1111 1 111 11 11111 1 111 1111 1 111 1111 1 0 000 0000,qal,perf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W >XRJ KN B>W H LWJM L <BD >T <BDTM B >HL MW<D L PNJ >HRN W] L PNJ BNJW,,instruction,Hebrew,CBH
75709,BW>[,MT,Numbers,Numbers,8,24,JBW>,Z>T >CR L LWJM M BN XMC W <FRJM CNH W M<LH JBW> L YB> YB> B <BDT >HL MW<D,,qal,impf,M BN XMC W <FRJM CNH W M<LH JBW>,,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
75875,QRB[,MT,Numbers,Numbers,9,6,JQRBW,W JHJ >NCJM >CR HJW VM>JM L NPC >DM W L> JKLW L <FT H PSX B JWM H HW> W JQRBW L PNJ MCH W L PNJ >HRN B JWM H HW>,,qal,wayq,W JQRBW L PNJ MCH W L PNJ >HRN B JWM H HW>,,L PNJ MCH,L PNH/ MCH=/,before / in front of Moses,0.0,prep,person,anim,det,subs,simple,factive,goal,L PNH/,,,,,,,,,prose,Hebrew,CBH
75875,QRB[,MT,Numbers,Numbers,9,6,JQRBW,W JHJ >NCJM >CR HJW VM>JM L NPC >DM W L> JKLW L <FT H PSX B JWM H HW> W JQRBW L PNJ MCH W L PNJ >HRN B JWM H HW>,,qal,wayq,W JQRBW L PNJ MCH W L PNJ >HRN B JWM H HW>,,L PNJ >HRN,L PNH/ >HRN/,before / in front of Aaron,0.0,prep,person,anim,det,nmpr,simple,factive,goal,L PNH/,,,,,,,,,prose,Hebrew,CBH
1964816,QRB[,4Q23,Numbers,Numbers,9,6,JQRBW,W JHJ >NCJM >CR HJW VM>JM L NPC >DM W L> JKLW L <FWT H PSX B JWM H HW> W JQRBW L PNJ MCH W L PNJ >HRN B JWM H HW>,1 111 11111 111 111 10000 0 000 000 0 00 0000 0 0000 1 111 1 111 1 111 1 11111 1 111 111 1 1 111 1110 0 000 0 000,qal,wayq,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W JHJ >NCJM >CR HJW V]M>JM L NPC >DM W L> JKLW L <FWT [H PSX B JWM H HW> W JQRBW L PNJ MCH W L PNJ >HR]N B JWM H HW>,,prose,Hebrew,CBH
75904,QRB[,MT,Numbers,Numbers,9,7,HQRB,W J>MRW H >NCJM H HMH >LJW >NXNW VM>JM L NPC >DM LMH NGR< L BLTJ HQRB >T QRBN JHWH B M<DW B TWK BNJ JFR>L,,hif,infc,L BLTJ HQRB >T QRBN JHWH B M<DW B TWK BNJ JFR>L,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,CBH
76023,QRB[,MT,Numbers,Numbers,9,13,HQRJB,W H >JC >CR HW> VHWR W B DRK L> HJH W XDL L <FWT H PSX W NKRTH H NPC H HW> M <MJH KJ QRBN JHWH L> HQRJB B M<DW XV>W JF> H >JC H HW>,,hif,perf,KJ QRBN JHWH L> HQRJB B M<DW,,no complement,no complement,,,,,,,,,,,,,,,,,,,,instruction,Hebrew,CBH
76117,NS<[,MT,Numbers,Numbers,9,17,JS<W,W L PJ H<LT H <NN M <L H >HL W >XRJ KN JS<W BNJ JFR>L W B MQWM >CR JCKN CM H <NN CM JXNW BNJ JFR>L,,qal,impf,W >XRJ KN JS<W BNJ JFR>L,BNJ JFR>L,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,CBH
76135,NS<[,MT,Numbers,Numbers,9,18,JS<W,<L PJ JHWH JS<W BNJ JFR>L W <L PJ JHWH JXNW KL JMJ >CR JCKN H <NN <L H MCKN JXNW,,qal,impf,<L PJ JHWH JS<W BNJ JFR>L,BNJ JFR>L,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,CBH
76172,NS<[,MT,Numbers,Numbers,9,19,JS<W,W B H>RJK H <NN <L H MCKN JMJM RBJM W CMRW BNJ JFR>L >T MCMRT JHWH W L> JS<W,,qal,impf,W L> JS<W,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,CBH
76192,NS<[,MT,Numbers,Numbers,9,20,JS<W,W JC >CR JHJH H <NN JMJM MSPR <L H MCKN <L PJ JHWH JXNW W <L PJ JHWH JS<W,,qal,impf,W <L PJ JHWH JS<W,,no complement,no complement,,,,,,,,,,,,,,,,,,,,prose,Hebrew,CBH
