verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,study_edition,book_scroll,cmpl_syntax
73939,BW>[,MT,Numbers,7,3,JBJ>W,W JBJ>W >T QRBNM L PNJ JHWH CC <GLT YB W CNJ <FR BQR <GLH <L CNJ H NF>JM W CWR L >XD W JQRJBW >WTM L PNJ H MCKN,NA,hif,wayq,W JBJ>W >T QRBNM L PNJ JHWH CC <GLT YB W CNJ <FR BQR,NA,L PNJ JHWH,L PNH/ JHWH/,before / in front of YHWH,0,prep,person,anim,det,subs,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
73962,QRB[,MT,Numbers,7,3,JQRJBW,W JBJ>W >T QRBNM L PNJ JHWH CC <GLT YB W CNJ <FR BQR <GLH <L CNJ H NF>JM W CWR L >XD W JQRJBW >WTM L PNJ H MCKN,NA,hif,wayq,W JQRJBW >WTM L PNJ H MCKN,NA,L PNJ H MCKN,L PNH/ H MCKN/,before / in front of the tabernacle,0,prep,place,inanim,det,subs,complex,factive,goal,L PNH/,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
74080,QRB[,MT,Numbers,7,10,JQRJBW,W JQRJBW H NF>JM >T XNKT H MZBX B JWM HMCX >TW W JQRJBW H NFJ>M >T QRBNM L PNJ H MZBX,NA,hif,wayq,W JQRJBW H NFJ>M >T QRBNM L PNJ H MZBX,H NFJ>M,L PNJ H MZBX,L PNH/ H MZBX/,before / in front of the altar,0,prep,object,inanim,det,subs,complex,factive,goal,L PNH/,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
75214,BW>[,MT,Numbers,7,89,B>,W B B> MCH >L >HL MW<D L DBR >TW W JCM< >T H QWL MDBR >LJW M <L H KPRT >CR <L >RN H <DT M BJN CNJ H KRBJM W JDBR >LJW,NA,qal,infc,W B B> MCH >L >HL MW<D,MCH,>L >HL MW<D,>L >HL/ MW<D/,to the tent of meeting,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
75376,QRB[,MT,Numbers,8,9,HQRBT,W HQRBT >T H LWJM L PNJ >HL MW<D W HQHLT >T KL <DT BNJ JFR>L,NA,hif,perf,W HQRBT >T H LWJM L PNJ >HL MW<D,NA,L PNJ >HL MW<D,L PNH/ >HL/ MW<D/,before / in front of the tent of meeting,0,prep,place,inanim,det,subs,complex,factive,goal,L PNH/,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
75392,QRB[,MT,Numbers,8,10,HQRBT,W HQRBT >T H LWJM L PNJ JHWH W SMKW BNJ JFR>L >T JDJHM <L H LWJM,NA,hif,perf,W HQRBT >T H LWJM L PNJ JHWH,NA,L PNJ JHWH,L PNH/ JHWH/,before / in front of YHWH,0,prep,person,anim,det,subs,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
75602,NGC[,MT,Numbers,8,19,GCT,W >TNH >T H LWJM NTNJM L >HRN W L BNJW M TWK BNJ JFR>L L <BD >T <BDT BNJ JFR>L B >HL MW<D W L KPR <L BNJ JFR>L W L> JHJH B BNJ JFR>L NGP B GCT BNJ JFR>L >L H QDC,NA,qal,infc,B GCT BNJ JFR>L >L H QDC,BNJ JFR>L,>L H QDC,>L H QDC/,to the holy place,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
75875,QRB[,MT,Numbers,9,6,JQRBW,W JHJ >NCJM >CR HJW VM>JM L NPC >DM W L> JKLW L <FT H PSX B JWM H HW> W JQRBW L PNJ MCH W L PNJ >HRN B JWM H HW>,NA,qal,wayq,W JQRBW L PNJ MCH W L PNJ >HRN B JWM H HW>,NA,L PNJ MCH,L PNH/ MCH=/,before / in front of Moses,0,prep,person,anim,det,subs,simple,factive,goal,L PNH/,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
75875,QRB[,MT,Numbers,9,6,JQRBW,W JHJ >NCJM >CR HJW VM>JM L NPC >DM W L> JKLW L <FT H PSX B JWM H HW> W JQRBW L PNJ MCH W L PNJ >HRN B JWM H HW>,NA,qal,wayq,W JQRBW L PNJ MCH W L PNJ >HRN B JWM H HW>,NA,L PNJ >HRN,L PNH/ >HRN/,before / in front of Aaron,0,prep,person,anim,det,nmpr,simple,factive,goal,L PNH/,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
76374,BW>[,MT,Numbers,10,9,TB>W,W KJ TB>W MLXMH B >RYKM <L H YR H YRR >TKM W HR<TM B XYYRWT W NZKRTM L PNJ JHWH >LHJKM W NWC<TM M >JBJKM,NA,qal,impf,W KJ TB>W MLXMH B >RYKM <L H YR,NA,MLXMH,MLXMH/,to a battle,0,vc,occupation,inanim,und,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
76374,BW>[,MT,Numbers,10,9,TB>W,W KJ TB>W MLXMH B >RYKM <L H YR H YRR >TKM W HR<TM B XYYRWT W NZKRTM L PNJ JHWH >LHJKM W NWC<TM M >JBJKM,NA,qal,impf,W KJ TB>W MLXMH B >RYKM <L H YR,NA,B >RYKM,B >RY/,in your land,0,prep,place,inanim,det,subs,complex,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
76664,NS<[,MT,Numbers,10,29,NS<JM,W J>MR MCH L XBB BN R<W>L H MDJNJ XTN MCH NS<JM >NXNW >L H MQWM >CR >MR JHWH >TW >TN LKM LKH >TNW W HVBNW LK KJ JHWH DBR VWB <L JFR>L,NA,qal,ptca,NS<JM >NXNW >L H MQWM,>NXNW,>L H MQWM,>L H MQWM/,to the place,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
76698,HLK[,MT,Numbers,10,30,>LK,W J>MR >LJW L> >LK KJ >M >L >RYJ W >L MWLDTJ >LK,NA,qal,impf,KJ >M >L >RYJ W >L MWLDTJ >LK,NA,>L >RYJ,>L >RY/,to my country,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
76698,HLK[,MT,Numbers,10,30,>LK,W J>MR >LJW L> >LK KJ >M >L >RYJ W >L MWLDTJ >LK,NA,qal,impf,KJ >M >L >RYJ W >L MWLDTJ >LK,NA,>L MWLDTJ,>L MWLDT/,to my kindred,NA,prep,person,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
76791,CWB[,MT,Numbers,10,36,CWBH,W B NXH J>MR CWBH JHWH RBBWT >LPJ JFR>L,NA,qal,impv,CWBH RBBWT >LPJ JFR>L,NA,RBBWT >LPJ JFR>L,RBBH/ >LP==/ JFR>L/,to the ten thousand of Israel,0,vc,gens,anim,det,subs,complex,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
76957,JRD[,MT,Numbers,11,9,RDT,W B RDT H VL <L H MXNH LJLH JRD H MN <LJW,NA,qal,infc,B RDT H VL <L H MXNH LJLH,H VL,<L H MXNH,<L H MXNH/,upon the camp,0,prep,place,inanim,det,subs,simple,fictive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
76964,JRD[,MT,Numbers,11,9,JRD,W B RDT H VL <L H MXNH LJLH JRD H MN <LJW,NA,qal,impf,W JRD H MN <LJW,H MN,<LJW,<L,upon it / him,0,prep,place,inanim,det,prsf,simple,fictive,goal,<L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
77336,JRD[,MT,Numbers,11,25,JRD,W JRD JHWH B <NN W JDBR >LJW W J>YL MN H RWX >CR <LJW W JTN <L CB<JM >JC H ZQNJM W JHJ K NWX <LJHM H RWX W JTNB>W W L> JSPW,NA,qal,wayq,W JRD JHWH B <NN,JHWH,B <NN,B H <NN/,in the cloud,0,prep,phenomenon,inanim,det,subs,simple,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
77398,JY>[,MT,Numbers,11,26,JY>W,W JC>RW CNJ >NCJM B MXNH CM H >XD >LDD W CM H CNJ MJDD W TNX <LJHM H RWX W HMH B KTBJM W L> JY>W H >HLH W JTNB>W B MXNH,NA,qal,perf,W L> JY>W H >HLH,NA,H >HLH,H >HL/,to the tent,1,dir-he,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
77581,NS<[,MT,Numbers,11,35,NS<W,M QBRWT_HT>WH NS<W H <M XYRWT W JHJW B XYRWT,NA,qal,perf,M QBRWT_HT>WH NS<W H <M XYRWT,H <M,XYRWT,XYRWT/,to Hazeroth,0,vc,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
77652,JY>[,MT,Numbers,12,4,Y>W,W J>MR JHWH PT>M >L MCH W >L >HRN W >L MRJM Y>W CLCTKM >L >HL MW<D W JY>W CLCTM,NA,qal,impv,Y>W CLCTKM >L >HL MW<D,CLCTKM,>L >HL MW<D,>L >HL/ MW<D/,to the tent of meeting,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78129,<LH[,MT,Numbers,13,22,J<LW,W J<LW B NGB W JB> <D XBRWN W CM >XJMN CCJ W TLMJ JLJDJ H <NQ W XBRWN CB< CNJM NBNTH L PNJ Y<N MYRJM,NA,qal,wayq,W J<LW B NGB,NA,B NGB,B H NGB/,to the south,0,prep,direction,inanim,det,subs,simple,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78134,BW>[,MT,Numbers,13,22,JB>,W J<LW B NGB W JB> <D XBRWN W CM >XJMN CCJ W TLMJ JLJDJ H <NQ W XBRWN CB< CNJM NBNTH L PNJ Y<N MYRJM,NA,qal,wayq,W JB> <D XBRWN,NA,<D XBRWN,<D XBRWN=/,to Hebron,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,<D,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
1971936,BW>[,4Q27,Numbers,13,22,JBW>,W J<LW B NGB W JBW> <D XBRWN W CMH >XJMN CCJ W TWLMJ JLJDJ <NQ W XBRWN CB< CNJM NBNTH L PNJ Y<N MYRJM,1 1111 1 111 0 0000 00 00000 0 000 00000 111 1 00011 00111 111 1 11111 111 1111 00000 0 000 000 00000,qal,wayq,W JBW> <D XBRWN,NA,<D XBRWN,<D XBRWN=/,to Hebron,0,prep,toponym,inanim,det,nmpr,simple,factive,goal,<D,NA,NA,NA,NA,NA,NA,[W J<LW B NGB] W JBW> <D XBRWN W CMH >XJMN [CCJ W] TWL[MJ] JL[JDJ <NQ W XBRWN CB< CNJM] NBNTH L PNJ Y<N MYRJM,NA,Numbers_4Q27,prepositional
78156,BW>[,MT,Numbers,13,23,JB>W,W JB>W <D NXL >CKL W JKRTW M CM ZMWRH W >CKWL <NBJM >XD W JF>HW B MWV B CNJM W MN H RMNJM W MN H T>NJM,NA,qal,wayq,W JB>W <D NXL >CKL,NA,<D NXL >CKL,<D NXL/ >CKL=/,to the valley of Eshcol,0,prep,place,inanim,det,subs,complex,factive,goal,<D,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78215,BW>[,MT,Numbers,13,26,JB>W,W JLKW W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH W JCJBW >WTM DBR W >T KL H <DH W JR>WM >T PRJ H >RY,NA,qal,wayq,W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH,NA,>L MCH,>L MCH=/,to Moses,0,prep,person,anim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78215,BW>[,MT,Numbers,13,26,JB>W,W JLKW W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH W JCJBW >WTM DBR W >T KL H <DH W JR>WM >T PRJ H >RY,NA,qal,wayq,W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH,NA,>L >HRN,>L >HRN/,to Aaron,0,prep,person,anim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78215,BW>[,MT,Numbers,13,26,JB>W,W JLKW W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH W JCJBW >WTM DBR W >T KL H <DH W JR>WM >T PRJ H >RY,NA,qal,wayq,W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH,NA,>L KL <DT BNJ JFR>L,>L KL/ <DH/ BN/ JFR>L/,to all the congregation of the sons of Israel,0,prep,gens,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78215,BW>[,MT,Numbers,13,26,JB>W,W JLKW W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH W JCJBW >WTM DBR W >T KL H <DH W JR>WM >T PRJ H >RY,NA,qal,wayq,W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH,NA,>L MDBR P>RN,>L MDBR/ P>RN/,in the wilderness of Paran,0,prep,toponym,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78215,BW>[,MT,Numbers,13,26,JB>W,W JLKW W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH W JCJBW >WTM DBR W >T KL H <DH W JR>WM >T PRJ H >RY,NA,qal,wayq,W JB>W >L MCH W >L >HRN W >L KL <DT BNJ JFR>L >L MDBR P>RN QDCH,NA,QDCH,QDC==/,at Kadesh,0,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
78251,BW>[,MT,Numbers,13,27,B>NW,W JSPRW LW W J>MRW B>NW >L H >RY >CR CLXTNW W GM ZBT XLB W DBC HW> W ZH PRJH,NA,qal,perf,B>NW >L H >RY,NA,>L H >RY,>L H >RY/,to the land,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78359,JY>[,MT,Numbers,13,32,JWYJ>W,W JWYJ>W DBT H >RY >CR TRW >TH >L BNJ JFR>L L >MR H >RY >CR <BRNW BH L TWR >TH >RY >KLT JWCBJH HW> W KL H <M >CR R>JNW B TWKH >NCJ MDWT,NA,hif,wayq,W JWYJ>W DBT H >RY >L BNJ JFR>L,NA,>L BNJ JFR>L,>L BN/ JFR>L/,to the sons of Israel,0,prep,gens,anim,det,subs,complex,fictive,goal,>L,NA,NA,NA,NA,NA,they brought back a bad report to the sons of Israel,NA,NA,Numbers_MT,prepositional
78374,<BR[,MT,Numbers,13,32,<BRNW,W JWYJ>W DBT H >RY >CR TRW >TH >L BNJ JFR>L L >MR H >RY >CR <BRNW BH L TWR >TH >RY >KLT JWCBJH HW> W KL H <M >CR R>JNW B TWKH >NCJ MDWT,NA,qal,perf,>CR <BRNW BH,NA,BH,B,in it / in her,0,prep,place,inanim,det,prsf,simple,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78465,BW>[,MT,Numbers,14,3,MBJ>,W LMH JHWH MBJ> >TNW >L H >RY H Z>T L NPL B XRB NCJNW W VPNW JHJW L BZ H LW> VWB LNW CWB MYRJMH,NA,hif,ptca,W LMH JHWH MBJ> >TNW >L H >RY H Z>T,JHWH,>L H >RY H Z>T,>L H >RY/ H Z>T,to this land,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78487,CWB[,MT,Numbers,14,3,CWB,W LMH JHWH MBJ> >TNW >L H >RY H Z>T L NPL B XRB NCJNW W VPNW JHJW L BZ H LW> VWB LNW CWB MYRJMH,NA,qal,infc,CWB MYRJMH,NA,MYRJMH,MYRJM/,to Egypt,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
78497,CWB[,MT,Numbers,14,4,NCWBH,W J>MRW >JC >L >XJW NTNH R>C W NCWBH MYRJMH,NA,qal,impf,W NCWBH MYRJMH,NA,MYRJMH,MYRJM/,to Egypt,1,dir-he,toponym,inanim,det,nmpr,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
78556,BW>[,MT,Numbers,14,8,HBJ>,>M XPY BNW JHWH W HBJ> >TNW >L H >RY H Z>T W NTNH LNW >RY >CR HW> ZBT XLB W DBC,NA,hif,perf,W HBJ> >TNW >L H >RY H Z>T,NA,>L H >RY H Z>T,>L H >RY/ H Z>T,to this land,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78748,BW>[,MT,Numbers,14,16,HBJ>,M BLTJ JKLT JHWH L HBJ> >T H <M H ZH >L H >RY >CR NCB< LHM W JCXVM B MDBR,NA,hif,infc,L HBJ> >T H <M H ZH >L H >RY,NA,>L H >RY,>L H >RY/,to the land,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78899,BW>[,MT,Numbers,14,24,HBJ>TJW,W <BDJ KLB <QB HJTH RWX >XRT <MW W JML> >XRJ W HBJ>TJW >L H >RY >CR B> CMH W ZR<W JWRCNH,NA,hif,perf,W HBJ>TJW >L H >RY,NA,>L H >RY,>L H >RY/,to the land,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
78904,BW>[,MT,Numbers,14,24,B>,W <BDJ KLB <QB HJTH RWX >XRT <MW W JML> >XRJ W HBJ>TJW >L H >RY >CR B> CMH W ZR<W JWRCNH,NA,qal,perf,>CR B> CMH,NA,CMH,CM,there,1,dir-he,place,inanim,det,adv,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
78922,NS<[,MT,Numbers,14,25,S<W,W H <MLQJ W H KN<NJ JWCB B <MQ MXR PNW W S<W LKM H MDBR DRK JM SWP,NA,qal,impv,W S<W LKM H MDBR DRK JM SWP,NA,H MDBR,H MDBR/,in the wilderness,0,vc,place,inanim,det,subs,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
79001,BW>[,MT,Numbers,14,30,TB>W,>M >TM TB>W >L H >RY >CR NF>TJ >T JDJ L CKN >TKM BH KJ >M KLB BN JPNH W JHWC< BN NWN,NA,qal,impf,>M >TM TB>W >L H >RY,>TM,>L H >RY,>L H >RY/,to the land,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79208,<LH[,MT,Numbers,14,40,J<LW,W JCKMW B BQR W J<LW >L R>C H HR L >MR HNNW W <LJNW >L H MQWM >CR >MR JHWH KJ XV>NW,NA,qal,wayq,W J<LW >L R>C H HR,NA,>L R>C H HR,>L R>C/ H HR/,to the top of the mountain,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79217,<LH[,MT,Numbers,14,40,<LJNW,W JCKMW B BQR W J<LW >L R>C H HR L >MR HNNW W <LJNW >L H MQWM >CR >MR JHWH KJ XV>NW,NA,qal,perf,W <LJNW >L H MQWM,NA,>L H MQWM,>L H MQWM/,to the place,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79282,<LH[,MT,Numbers,14,44,<LWT,W J<PLW L <LWT >L R>C H HR W >RWN BRJT JHWH W MCH L> MCW M QRB H MXNH,NA,qal,infc,L <LWT >L R>C H HR,NA,>L R>C H HR,>L R>C/ H HR/,to the top of the mountain,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79335,BW>[,MT,Numbers,15,2,TB>W,DBR >L BNJ JFR>L W >MRT >LHM KJ TB>W >L >RY MWCBTJKM >CR >NJ NTN LKM,NA,qal,impf,KJ TB>W >L >RY MWCBTJKM,NA,>L >RY MWCBTJKM,>L >RY/ MWCB/,to the land of your dwelling,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79376,QRB[,MT,Numbers,15,4,MQRJB,W HQRJB H MQRJB QRBNW L JHWH MNXH SLT <FRWN BLWL B RB<JT H HJN CMN,NA,hif,ptca,H MQRJB QRBNW L JHWH,NA,L JHWH,L JHWH/,to YHWH,0,prep,person,anim,det,nmpr,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79529,QRB[,MT,Numbers,15,13,HQRJB,KL H >ZRX J<FH KKH >T >LH L HQRJB >CH RJX NJXX L JHWH,NA,hif,infc,L HQRJB >CH RJX NJXX L JHWH,NA,L JHWH,L JHWH/,to YHWH,0,prep,person,anim,det,nmpr,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79610,BW>[,MT,Numbers,15,18,B>KM,DBR >L BNJ JFR>L W >MRT >LHM B B>KM >L H >RY >CR >NJ MBJ> >TKM CMH,NA,qal,infc,B B>KM >L H >RY,NA,>L H >RY,>L H >RY/,to the land,0,prep,place,inanim,det,subs,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79616,BW>[,MT,Numbers,15,18,MBJ>,DBR >L BNJ JFR>L W >MRT >LHM B B>KM >L H >RY >CR >NJ MBJ> >TKM CMH,NA,hif,ptca,>CR >NJ MBJ> >TKM CMH,>NJ,CMH,CM,there,1,dir-he,place,inanim,det,adv,simple,factive,goal,NA,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,non-prepositional
79743,BW>[,MT,Numbers,15,25,HBJ>W,W KPR H KHN <L KL <DT BNJ JFR>L W NSLX LHM KJ CGGH HW> W HM HBJ>W >T QRBNM >CH L JHWH W XV>TM L PNJ JHWH <L CGGTM,NA,hif,perf,W HM HBJ>W >T QRBNM >CH L JHWH,HM,L JHWH,L JHWH/,to YHWH,0,prep,person,anim,det,nmpr,simple,factive,goal,L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79897,QRB[,MT,Numbers,15,33,JQRJBW,W JQRJBW >TW H MY>JM >TW MQCC <YJM >L MCH W >L >HRN W >L KL H <DH,NA,hif,wayq,W JQRJBW >TW >L MCH W >L >HRN W >L KL H <DH,NA,>L MCH,>L MCH=/,to Moses,0,prep,person,anim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79897,QRB[,MT,Numbers,15,33,JQRJBW,W JQRJBW >TW H MY>JM >TW MQCC <YJM >L MCH W >L >HRN W >L KL H <DH,NA,hif,wayq,W JQRJBW >TW >L MCH W >L >HRN W >L KL H <DH,NA,>L >HRN,>L >HRN/,to Aaron,0,prep,person,anim,det,nmpr,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79897,QRB[,MT,Numbers,15,33,JQRJBW,W JQRJBW >TW H MY>JM >TW MQCC <YJM >L MCH W >L >HRN W >L KL H <DH,NA,hif,wayq,W JQRJBW >TW >L MCH W >L >HRN W >L KL H <DH,NA,>L KL H <DH,>L KL/ H <DH/,to all the congregation,0,prep,gens,anim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79915,NWX[,MT,Numbers,15,34,JNJXW,W JNJXW >TW B MCMR KJ L> PRC MH J<FH LW,NA,hif,wayq,W JNJXW >TW B MCMR,NA,B MCMR,B H MCMR/,in the jail,0,prep,place,inanim,det,subs,simple,factive,goal,B,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
79949,JY>[,MT,Numbers,15,36,JYJ>W,W JYJ>W >TW KL H <DH >L M XWY L MXNH W JRGMW >TW B >BNJM W JMT K >CR YWH JHWH >T MCH,NA,hif,wayq,W JYJ>W >TW KL H <DH >L M XWY L MXNH,KL H <DH,>L M XWY L MXNH,>L MN XWY/ L H MXNH/,to outside of the camp,0,prep,place,inanim,det,subs,complex,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
80160,QRB[,MT,Numbers,16,5,HQRJB,W JDBR >L QRX W >L KL <DTW L >MR BQR W JD< JHWH >T >CR LW W >T H QDWC W HQRJB >LJW W >T >CR JBXR BW JQRJB >LJW,NA,hif,perf,W HQRJB >LJW,NA,>LJW,>L,to him,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
80167,QRB[,MT,Numbers,16,5,JQRJB,W JDBR >L QRX W >L KL <DTW L >MR BQR W JD< JHWH >T >CR LW W >T H QDWC W HQRJB >LJW W >T >CR JBXR BW JQRJB >LJW,NA,hif,impf,W JQRJB >LJW,NA,>LJW,>L,to him,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
1972110,QRB[,4Q27,Numbers,16,5,HQRJB,W JDBR >L QWRX W >L KWL <DTW L >MWR BQR W JD< JHWH >T >CR LW W >T H QDWC HQRJB >LJW W >T >CR BXR BW HQRJB >LJW,0 0000 00 0000 0 00 111 1111 1 1111 111 1 111 1111 11 111 11 1 11 1 1000 00000 0000 0 00 000 011 11 11111 1111,hif,perf,HQRJB >LJW,NA,>LJW,>L,to him,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,W JDBR >L QWRX W >L [KWL <DTW L >MWR BQR W JD< JHWH >T >CR LW W >T H Q]DWC HQRJB >LJW W >T >CR B[XR BW HQRJB >LJW],NA,Numbers_4Q27,prepositional
80225,QRB[,MT,Numbers,16,9,HQRJB,H M<V MKM KJ HBDJL >LHJ JFR>L >TKM M <DT JFR>L L HQRJB >TKM >LJW L <BD >T <BDT MCKN JHWH W L <MD L PNJ H <DH L CRTM,NA,hif,infc,L HQRJB >TKM >LJW,NA,>LJW,>L,to him,0,prep,person,anim,det,prsf,simple,factive,goal,>L,NA,NA,NA,NA,NA,NA,NA,NA,Numbers_MT,prepositional
