,verb_id,lex,scroll,book,chapter,verse,g_cons,hebrew,g_cons_verse,stem,tense,subject,subj_heb,complement,cmpl_heb
316,1908190,<LH[,1Qisaa,Isaiah,37,29,<LH,עלה ,W C>NNKH <LH B >WZNJ W FMTJ XXJ B >PKH W MTGJ B FP>WTJKH W HCJBWTJKH B DRK >CR BTH BH,qal,perf,,,,
317,1908203,CWB[,1Qisaa,Isaiah,37,29,HCJBWTJKH,השיבותי׳כה ,W C>NNKH <LH B >WZNJ W FMTJ XXJ B >PKH W MTGJ B FP>WTJKH W HCJBWTJKH B DRK >CR BTH BH,hifil,perf,,,,
318,1908207,BW>[,1Qisaa,Isaiah,37,29,BTH,בתה ,W C>NNKH <LH B >WZNJ W FMTJ XXJ B >PKH W MTGJ B FP>WTJKH W HCJBWTJKH B DRK >CR BTH BH,qal,perf,,,,
319,224316,BW>[,MT,Isaiah,37,3,B>W,בָ֤אוּ ,W J>MRW >LJW KH >MR XZQJHW JWM YRH W TWKXH W N>YH H JWM H ZH KJ B>W BNJM <D MCBR W KX >JN L LDH,qal,perf,BNJM,בָנִים֙ ,<D MCBR,עַד־מַשְׁבֵּ֔ר 
320,1907663,BW>[,1Qisaa,Isaiah,37,3,B>W,באו ,W JW>MRW >LJW KWH >MR JXZQJH JWM YRH W TWKXH W N>YH H JWM H ZH KJ> B>W BNJM <D MCBR W KWX >JN L LDH L LDT,qal,perf,,,,
321,1908241,>SP[,1Qisaa,Isaiah,37,31,>SPH,אספה ,W >SPH PLJVT BJT JHWDH W H NMY> CWRC L MVH W <FH PRJ M<LH,qal,perf,,,,
322,224879,JY>[,MT,Isaiah,37,32,TY>,תֵּצֵ֣א ,KJ M JRWCLM TY> C>RJT W PLJVH M HR YJWN QN>T JHWH YB>WT T<FH Z>T,qal,impf,C>RJT,שְׁאֵרִ֔ית ,M JRWCLM,מִירֽוּשָׁלִַ֨ם֙ 
323,1908259,JY>[,1Qisaa,Isaiah,37,32,TY>,תצא ,KJ> M YJWN TY> C>RJT W PLJV> M JRWCLJM QN>T JHWH YB>WT T<FH ZW>T,qal,impf,,,,
324,224899,BW>[,MT,Isaiah,37,33,JBW>,יָבֹוא֙ ,LKN KH >MR JHWH >L MLK >CWR L> JBW> >L H <JR H Z>T W L> JWRH CM XY W L> JQDMNH MGN W L> JCPK <LJH SLLH,qal,impf,,,>L H <JR H Z>T,אֶל־הָעִ֣יר הַזֹּ֔את 
325,1908280,BW>[,1Qisaa,Isaiah,37,33,JBW>,יבוא ,L KN KWH >MR JHWH >L MLK >CWR LW> JBW> >L H <JR H Z>WT W LW> JCPWK <LJH> SWLLH W LW> JR> CM XY W LW> JQDMNH MGN,qal,impf,,,,
326,224933,BW>[,MT,Isaiah,37,34,JBW>,יָבֹ֖וא ,B DRK >CR B> BH JCWB W >L H <JR H Z>T L> JBW> N>M JHWH,qal,impf,,,>L H <JR H Z>T,אֶל־הָעִ֥יר הַזֹּ֛את 
327,1908304,BW>[,1Qisaa,Isaiah,37,34,B>,בא ,B DRK >CR B> B>H JCWB W >L H <JR H ZW>T LW> JBW> NW>WM JHWH,qal,perf,,,,
328,1908306,CWB[,1Qisaa,Isaiah,37,34,JCWB,ישוב ,B DRK >CR B> B>H JCWB W >L H <JR H ZW>T LW> JBW> NW>WM JHWH,qal,impf,,,,
329,1908314,BW>[,1Qisaa,Isaiah,37,34,JBW>,יבוא ,B DRK >CR B> B>H JCWB W >L H <JR H ZW>T LW> JBW> NW>WM JHWH,qal,impf,,,,
330,1908334,JY>[,1Qisaa,Isaiah,37,36,JY>,יצא ,W JY> ML>K JHWH W JK B MXNH >CWR M>H W CMWNJM W XMC> >LP W JCKJMW B BWQR W HNH KWLM PGRJM MJTJM,qal,wayy,,,,
331,1907684,CLX[,1Qisaa,Isaiah,37,4,CLXW,שלח׳ו ,>WLJ JCM< JHWH >LWHJKH >T DBRJ RB CQH >CR CLXW MLK >CWR >DWNJW L XRP >LWHJM XJ W HWKJX B DBRJM >CR CM< JHWH >LWHJKH W NF>TH TPLH B<D H C>RJT H NMY>JM B <JR H ZW>T,qal,perf,,,,
332,224359,BW>[,MT,Isaiah,37,5,JB>W,יָּבֹ֗אוּ ,W JB>W <BDJ H MLK XZQJHW >L JC<JHW,qal,wayq,<BDJ H MLK XZQJHW,עַבְדֵ֛י הַמֶּ֥לֶךְ חִזְקִיָּ֖הוּ ,>L JC<JHW,אֶל־יְשַׁעְיָֽהוּ׃ 
333,1907714,BW>[,1Qisaa,Isaiah,37,5,JBW>W,יבואו ,W JBW>W <BDJ H MLK JXWZQJH >L JC<JH,qal,wayy,,,>L JC<JHW,אֶל־יְשַׁעְיָֽהוּ׃ 
334,224399,CWB[,MT,Isaiah,37,7,CB,שָׁ֣ב ,HNNJ NWTN BW RWX W CM< CMW<H W CB >L >RYW W HPLTJW B XRB B >RYW,qal,perf,,,>L >RYW,אֶל־אַרְצֹ֑ו 
335,1907758,CWB[,1Qisaa,Isaiah,37,7,CB,שב ,HNNJ NWTN RWX BW> W CM< CMW<H W CB L >RYW W HPLTJW B XRB B >RYW,qal,perf,,,,
336,1907762,NPL[,1Qisaa,Isaiah,37,7,HPLTJW,הפלתי׳ו ,HNNJ NWTN RWX BW> W CM< CMW<H W CB L >RYW W HPLTJW B XRB B >RYW,hifil,perf,,,,
337,1907769,CWB[,1Qisaa,Isaiah,37,8,JCWB,ישוב ,W JCWB RB CQH W JMY> >T MLK >CWR NLXM <L LBNH KJ> CM< KJ> NS< M LKJC,qal,wayy,,,,
338,224441,CLX[,MT,Isaiah,37,9,JCLX,יִּשְׁלַ֣ח ,W JCM< <L TRHQH MLK KWC L >MR JY> L HLXM >TK W JCM< W JCLX ML>KJM >L XZQJHW L >MR,qal,wayq,,,>L XZQJHW,אֶל־חִזְקִיָּ֖הוּ 
339,1907795,JY>[,1Qisaa,Isaiah,37,9,JY>,יצא ,W JCM< >L TRHQH MLK KWC L >MWR JY> L HLXM >TKH W JCM< W JCWB W JCLX ML>KJM >L JXWZQJH L >MWR,qal,perf,,,,
340,1907802,CWB[,1Qisaa,Isaiah,37,9,JCWB,ישוב ,W JCM< >L TRHQH MLK KWC L >MWR JY> L HLXM >TKH W JCM< W JCWB W JCLX ML>KJM >L JXWZQJH L >MWR,qal,wayy,,,,
341,1907804,CLX[,1Qisaa,Isaiah,37,9,JCLX,ישלח ,W JCM< >L TRHQH MLK KWC L >MWR JY> L HLXM >TKH W JCM< W JCWB W JCLX ML>KJM >L JXWZQJH L >MWR,qal,wayy,,,,
342,225024,BW>[,MT,Isaiah,38,1,JBW>,יָּבֹ֣וא ,B JMJM H HM XLH XZQJHW L MWT W JBW> >LJW JC<JHW BN >MWY H NBJ> W J>MR >LJW KH >MR JHWH YW L BJTK KJ MT >TH W L> TXJH,qal,wayq,JC<JHW BN >MWY H NBJ>,יְשַׁעְיָ֨הוּ בֶן־אָמֹ֜וץ הַנָּבִ֗יא ,>LJW,אֵ֠לָיו 
343,1908409,BW>[,1Qisaa,Isaiah,38,1,JBW>,יבוא ,B JMJM H HMH XLH JXWZQJH L MWT W JBW> >LJW JC<JH BN >MWY H NBJ> W JW>MR >LJW KWH >MR JHWH YWJ L BJTKH KJ> MJT >TH W LW> TXJH,qal,wayy,,,,
344,1908599,HLK[,1Qisaa,Isaiah,38,10,>LKH,אלכה ,>NJ >MRTJ B DMJ W JMJ >LKH B C<RJ C>WL PQWDTJ W MR CNWTJ,qal,impf,,,,
345,225224,GLH[,MT,Isaiah,38,12,NGLH,נִגְלָ֛ה ,DWRJ NS< W NGLH MNJ K >HL R<J QPDTJ K >RG XJJ M DLH JBY<NJ M JWM <D LJLH TCLJMNJ,nif,perf,,,MNJ,מִנִּ֖י 
346,225316,CLK[,MT,Isaiah,38,17,HCLKT,הִשְׁלַ֛כְתָּ ,HNH L CLWM MR LJ MR W >TH XCQT NPCJ M CXT BLJ KJ HCLKT >XRJ GWK KL XV>J,hif,perf,,,>XRJ GWK,אַחֲרֵ֥י גֵוְךָ֖ 
347,1908722,CLK[,1Qisaa,Isaiah,38,17,HCLKTH,השלכתה ,HN L CLWM MR LJ> M>WDH W >TH XCQTH NPCJ M CXT KLJ KJ> HCLKTH >XRJ GWKH KWL XV>J,hifil,perf,,,,
348,225329,JRD[,MT,Isaiah,38,18,JWRDJ,יֹֽורְדֵי־,KJ L> C>WL TWDK MWT JHLLK L> JFBRW JWRDJ BWR >L >MTK,qal,ptca,JWRDJ BWR,יֹֽורְדֵי־בֹ֖ור ,>L >MTK,אֶל־אֲמִתֶּֽךָ׃ 
349,1908739,JRD[,1Qisaa,Isaiah,38,18,JWRDJ,יורדי ,KJ> LW> C>WL TWDKH W LW> MWT JHLLKH W LW> JFBRW JWRDJ BWR >L >MTKH,qal,ptca,,,,
350,225377,<LH[,MT,Isaiah,38,22,><LH,אֶעֱלֶ֖ה ,W J>MR XZQJHW MH >WT KJ ><LH BJT JHWH,qal,impf,,,BJT JHWH,בֵּ֥ית יְהוָֽה׃ ס 
351,1908805,<LH[,1Qisaa,Isaiah,38,22,><LH,אעלה ,W J>MR XZQJH MH >WT KJ ><LH BJT JHWH,qal,impf,,,BJT JHWH,בֵּ֥ית יְהוָֽה׃ ס 
352,1908452,HLK[,1Qisaa,Isaiah,38,3,HTHLKTJ,התהלכתי ,W JW>MR >NH JHWH ZKWR N> >T >CR HTHLKTJ L PNJKH B >MT W B LBB CLM W H VWB B <JNJKH <FJTJ W JBK> JXWZQJH BKJ GDWL,hitpael,perf,,,,
353,1908482,HLK[,1Qisaa,Isaiah,38,5,HLWK,הלוך ,HLWK W >MRTH >L JXWZQJH KWH >MR JHWH >LWHJ DWJD >BJKH CM<TJ >T TPLTKH W R>JTJ >T DM<TKH HNNJ JWSP <L JMJKH XMC <FRH CNH,qal,infa,,,,
354,1908553,CWB[,1Qisaa,Isaiah,38,8,MCJB,משיב ,HNNJ MCJB >T YL H M<LWT >CR JRDH B M<LWT <LJT >XZ >T H CMC >XWRNJT <FR M<LWT W TCWB H CMC <FR M<LWT B M<LWT >CR JRDH,hifil,ptca,,,,
355,1908559,JRD[,1Qisaa,Isaiah,38,8,JRDH,ירדה ,HNNJ MCJB >T YL H M<LWT >CR JRDH B M<LWT <LJT >XZ >T H CMC >XWRNJT <FR M<LWT W TCWB H CMC <FR M<LWT B M<LWT >CR JRDH,qal,perf,,,,
356,1908571,CWB[,1Qisaa,Isaiah,38,8,TCWB,תשוב ,HNNJ MCJB >T YL H M<LWT >CR JRDH B M<LWT <LJT >XZ >T H CMC >XWRNJT <FR M<LWT W TCWB H CMC <FR M<LWT B M<LWT >CR JRDH,qal,wayy,,,,
357,1908579,JRD[,1Qisaa,Isaiah,38,8,JRDH,ירדה ,HNNJ MCJB >T YL H M<LWT >CR JRDH B M<LWT <LJT >XZ >T H CMC >XWRNJT <FR M<LWT W TCWB H CMC <FR M<LWT B M<LWT >CR JRDH,qal,perf,,,,
358,225385,CLX[,MT,Isaiah,39,1,CLX,שָׁלַ֡ח ,B <T H HW> CLX MRDK BL>DN BN BL>DN MLK BBL SPRJM W MNXH >L XZQJHW W JCM< KJ XLH W JXZQ,qal,perf,MRDK BL>DN BN BL>DN MLK BBL,מְרֹדַ֣ךְ ֠בַּלְאֲדָן בֶּֽן־בַּלְאֲדָ֧ן מֶֽלֶךְ־בָּבֶ֛ל ,>L XZQJHW,אֶל־חִזְקִיָּ֑הוּ 
359,1908813,CLX[,1Qisaa,Isaiah,39,1,CLX,שלח ,B <T H HJ> CLX MRWDK BL>DWN BN BL>DWN MLK BBL SPRJM W MNXH >L JXWZQJH W JCM< KJ> XLH W JXJH,qal,perf,,,,
360,225454,BW>[,MT,Isaiah,39,3,JB>,יָּבֹא֙ ,W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL,qal,wayq,JC<JHW H NBJ>,יְשַׁעְיָ֣הוּ הַנָּבִ֔יא ,>L H MLK XZQJHW,אֶל־הַמֶּ֖לֶךְ חִזְקִיָּ֑הוּ 
361,225474,BW>[,MT,Isaiah,39,3,JB>W,יָבֹ֣אוּ ,W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL,qal,impf,,,M >JN,מֵאַ֨יִן֙ 
362,225474,BW>[,MT,Isaiah,39,3,JB>W,יָבֹ֣אוּ ,W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL,qal,impf,,,>LJK,אֵלֶ֔יךָ 
363,225482,BW>[,MT,Isaiah,39,3,B>W,בָּ֥אוּ ,W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL,qal,perf,,,M >RY RXWQH M BBL,מֵאֶ֧רֶץ רְחֹוקָ֛ה מִבָּבֶֽל׃ 
364,225482,BW>[,MT,Isaiah,39,3,B>W,בָּ֥אוּ ,W JB> JC<JHW H NBJ> >L H MLK XZQJHW W J>MR >LJW MH >MRW H >NCJM H >LH W M >JN JB>W >LJK W J>MR XZQJHW M >RY RXWQH B>W >LJ M BBL,qal,perf,,,>LJ,אֵלַ֖י 
365,1908886,BW>[,1Qisaa,Isaiah,39,3,JBW>,יבוא ,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL,qal,wayy,,,,
366,1908906,BW>[,1Qisaa,Isaiah,39,3,JBW>W,יבואו ,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL,qal,impf,,,,
367,1908914,BW>[,1Qisaa,Isaiah,39,3,B>W,באו ,W JBW> JC<JH H NBJ> >L H MLK JXWZQJH W JW>MR >LJW MH >MRW H >NCJM H >LH W M >JN JBW>W >LJKH W JW>MR JXWZQJH M >RY RXWQH B>W >LJ M BBL,qal,perf,,,,
368,1908955,BW>[,1Qisaa,Isaiah,39,6,B>JM,באים ,HNH JMJM B>JM W NF>W KWL >CR B BJTKH W >CR >YRW >BWTJKH <D H JWM H ZH BBL JBW>W W LW> JWTR DBR >MR JHWH,qal,ptca,,,,
369,1908972,BW>[,1Qisaa,Isaiah,39,6,JBW>W,יבואו ,HNH JMJM B>JM W NF>W KWL >CR B BJTKH W >CR >YRW >BWTJKH <D H JWM H ZH BBL JBW>W W LW> JWTR DBR >MR JHWH,qal,impf,,,,
370,225546,JY>[,MT,Isaiah,39,7,JY>W,יֵצְא֧וּ ,W M BNJK >CR JY>W MMK >CR TWLJD JQXW W HJW SRJSJM B HJKL MLK BBL,qal,impf,,,MMK,מִמְּךָ֛ 
371,225550,LQX[,MT,Isaiah,39,7,JQXW,יִקָּ֑חוּ ,W M BNJK >CR JY>W MMK >CR TWLJD JQXW W HJW SRJSJM B HJKL MLK BBL,qal,impf,,,M BNJK,מִבָּנֶ֜יךָ 
372,1908984,JY>[,1Qisaa,Isaiah,39,7,JY>W,יצאו ,W M BNJKH >CR JY>W M M<JKH >CR TWLJD JQXW W JHJW SRJSJM B HJKL MLK BBL,qal,impf,,,,
373,1908989,LQX[,1Qisaa,Isaiah,39,7,JQXW,יקחו ,W M BNJKH >CR JY>W M M<JKH >CR TWLJD JQXW W JHJW SRJSJM B HJKL MLK BBL,qal,impf,,,,
374,1896153,>SP[,1Qisaa,Isaiah,4,1,>SP,אסף ,W HXZJQH CB< NCJM B >JC >XD B JWM H HW> L >MWR LXMNW N>KL W FLMTNW NLBC RQ JQR> CMK <LJNW >SP XRPTNW,qal,impv,,,,
375,1909172,BW>[,1Qisaa,Isaiah,40,10,JBW>,יבוא ,HNH >DWNJ JHWH B XWZQ JBW> W ZRW<W MCLH LW> HNH FKRW >TW W P<LTJW L PNJW,qal,impf,,,,
376,225596,LQX[,MT,Isaiah,40,2,LQXH,לָקְחָה֙ ,DBRW <L LB JRWCLM W QR>W >LJH KJ ML>H YB>H KJ NRYH <WNH KJ LQXH M JD JHWH KPLJM B KL XV>TJH,qal,perf,,,M JD JHWH,מִיַּ֣ד יְהוָ֔ה 
377,1909038,LQX[,1Qisaa,Isaiah,40,2,LQXH,לקחה ,DBRW <L LB JRWCLJM W QR>W >LJH> KJ> ML> YB>H KJ> NRY> <WWNH KJ> LQXH M JD JHWH KPLJM B KWL XV>WTJH,qal,perf,,,M JD JHWH,מִיַּ֣ד יְהוָ֔ה 
378,1909437,JY>[,1Qisaa,Isaiah,40,26,MWYJ>,מוציא ,F>W MRWM <JNJKMH W R>W MJ BR> >LH H MWYJ> B MSPR YB>M L KWLM B CM JQR> M RWB >WNJM W >MY KWXW W >JC LW> N<DR,hifil,ptca,,,,
379,1909525,<LH[,1Qisaa,Isaiah,40,31,J<LW,יעלו ,W QWJ JHWH JXLJPW KWX W J<LW >BR K NCRJM JRWYW W LW> JJG<W JLKW W LW> J<WPW,hifil,impf,,,,
380,1909533,HLK[,1Qisaa,Isaiah,40,31,JLKW,ילכו ,W QWJ JHWH JXLJPW KWX W J<LW >BR K NCRJM JRWYW W LW> JJG<W JLKW W LW> J<WPW,qal,impf,,,,
381,225696,<LH[,MT,Isaiah,40,9,<LJ,עֲלִי־,<L HR GBH <LJ LK MBFRT YJWN HRJMJ B KX QWLK MBFRT JRWCLM HRJMJ >L TJR>J >MRJ L <RJ JHWDH HNH >LHJKM,qal,impv,,,<L HR GBH,עַ֣ל הַר־גָּבֹ֤הַ 
382,1909147,<LH[,1Qisaa,Isaiah,40,9,<LJ,עלי ,<L HR GBH <LJ LKJ MBFRT YJWN HRJMJ B KWX QWLK MBFRT JRWCLJM HRJMJ >L TJR>J >MWRJ L <RJ JHWDH HNH >LWHHKMH,qal,impv,,,,
383,1909545,NGC[,1Qisaa,Isaiah,41,1,JGWCW,יגושו ,HXRJCW >LJ >JJM W L>WMJM JXLJPW KWX JGWCW >Z JDBRW JXDJW L MCPV NQRBH,qal,impf,,,,
384,1909551,QRB[,1Qisaa,Isaiah,41,1,NQRBH,נקרבה ,HXRJCW >LJ >JJM W L>WMJM JXLJPW KWX JGWCW >Z JDBRW JXDJW L MCPV NQRBH,qal,impf,,,,
385,1909569,JRD[,1Qisaa,Isaiah,41,2,JWRJD,יוריד ,MJ H<JR M MZRX YDQ W JQR>HW L RGLJW W JTN L PNJW GW>JM W MLKJM JWRJD W JTN K <PR XRBW K QC NWDP QCTW,hifil,impf,,,,
386,1909887,NGC[,1Qisaa,Isaiah,41,22,JGJCW,יגישו ,JGJCW W JGJDW LNW >T >CR TQR>WN H R>JCWNWT MH HNH HGJDW W NFJMH LBNW W ND<H >W >XRWNWT >W H B>WT HCMJ<WNW,hifil,impf,,,,
387,1909908,BW>[,1Qisaa,Isaiah,41,22,B>WT,באות ,JGJCW W JGJDW LNW >T >CR TQR>WN H R>JCWNWT MH HNH HGJDW W NFJMH LBNW W ND<H >W >XRWNWT >W H B>WT HCMJ<WNW,qal,ptca,,,,
388,1909954,BW>[,1Qisaa,Isaiah,41,25,JBW>W,יבואו ,H<JRWT M YPWN W J>TJW M MZRX CMC W JQR> B CMW W JBW>W SGNJM KMW XMR W KMW JWYR W JRMWS VJV,qal,impf,,,,
389,1910012,CWB[,1Qisaa,Isaiah,41,28,JCJBW,ישיבו ,W >R>H W >JN >JC W M >LH W >JN JW<Y >C>LM W JCJBW DBR,hifil,impf,,,,
390,1909583,<BR[,1Qisaa,Isaiah,41,3,J<BWR,יעבור ,W JRDPM W J<BWR CLWM >WRX B RGLJW LW> JBJNW,qal,impf,,,,
391,1909617,QRB[,1Qisaa,Isaiah,41,5,QRBW,קרבו ,R>W >JJM W JR>W QY>WWT H >RY JXDW QRBW W >TJWN,qal,impv,,,,
392,226545,JY>[,MT,Isaiah,42,1,JWYJ>,יֹוצִֽיא׃ ,HN <BDJ >TMK BW BXJRJ RYTH NPCJ NTTJ RWXJ <LJW MCPV L GWJM JWYJ>,hif,impf,,,L GWJM,לַגֹּויִ֥ם 
393,1910040,JY>[,1Qisaa,Isaiah,42,1,JWYJ>,יוציא ,HNH <BDJ >TMWKH BW BXJRJ RYTH NPCJ NTTJ RWXJ <LJW W MCPVW L GW>JM JWYJ>,hifil,impf,,,,
394,1910190,JRD[,1Qisaa,Isaiah,42,10,JWRDJ,יורדי ,CJRW L JHWH CJR XDC W THLTW M QYH H >RY JWRDJ H JM W MLW>W >JJM W JWCBJHM,qal,ptca,,,,
395,1910228,JY>[,1Qisaa,Isaiah,42,13,JY>,יצא ,JHWH K GBWR JY> K >JC MLXMWT J<JR QN>H JWDJ< >P JYRJX <L >WJBJW JTGBR,qal,impf,,,,
396,226764,HLK[,MT,Isaiah,42,16,HWLKTJ,הֹולַכְתִּ֣י ,W HWLKTJ <WRJM B DRK L> JD<W B NTJBWT L> JD<W >DRJKM >FJM MXCK L PNJHM L >WR W M<QCJM L MJCWR >LH H DBRJM <FJTM W L> <ZBTJM,hif,perf,,,B DRK,בְּדֶ֨רֶךְ֙ 
397,1910273,HLK[,1Qisaa,Isaiah,42,16,HWLJKTJ,הוליכתי ,W HWLJKTJ <WRJM B DRK W LW> JD<W B NTJBWT LW> JD<W >DRJKM >FJMH MHCWKJM L PNJHMH L >WR W M<QCJM L MJCWR >LH H DBRJM <FJTJM W LW> <ZBTJM,hifil,perf,,,,
398,1910396,CWB[,1Qisaa,Isaiah,42,22,HCB,השב ,W HW>H <M BZWZ W CSWJ HPX B XWRJM KWLM W B BTJ KL>JM HWXB>W HJW L BZ W >JN MYJL L MCWSH W >JN >WMR HCB,hifil,impv,,,,
399,226910,HLK[,MT,Isaiah,42,24,HLWK,הָלֹ֔וךְ ,MJ NTN L MCWSH J<QB W JFR>L L BZZJM H LW> JHWH ZW XV>NW LW W L> >BW B DRKJW HLWK W L> CM<W B TWRTW,qal,infa,,,B DRKJW,בִדְרָכָיו֙ 
400,1910431,HLK[,1Qisaa,Isaiah,42,24,HLWK,הלוך ,MJ> NTN L MCWSH J<QWB W JFR>L L BWZZJM H LW> JHWH ZH XV>NW LW W LW> >BW B DRKJW L HLWK W LW> CM<W B TWRTJW,qal,infc,,,,
401,226612,HLK[,MT,Isaiah,42,5,HLKJM,הֹלְכִ֥ים ,KH >MR H >L JHWH BWR> H CMJM W NWVJHM RQ< H >RY W Y>Y>JH NTN NCMH L <M <LJH W RWX L HLKJM BH,qal,ptca,,,BH,בָּֽהּ׃ 
402,1910109,HLK[,1Qisaa,Isaiah,42,5,HWLKJM,הולכים ,KWH >MR H >L H >LWHJM BWRH H CMJM W NWVJHMH RWQ< H >RY W Y>Y>JH NWTN NCMH L <M <LJH> W RWX L HWLKJM BH,qal,ptca,,,,
403,226638,JY>[,MT,Isaiah,42,7,HWYJ>,הֹוצִ֤יא ,L PQX <JNJM <WRWT L HWYJ> M MSGR >SJR M BJT KL> JCBJ XCK,hif,infc,,,M MSGR,מִמַּסְגֵּר֙ 
404,1910137,JY>[,1Qisaa,Isaiah,42,7,HWYJ>,הוציא ,L PQWX <JNJM <WRWT L HWYJ> M MSGR >SWR W M BJT KL> JWCBJ XWCK,hifil,infc,,,,
405,1910167,BW>[,1Qisaa,Isaiah,42,9,B>W,באו ,H RJCWNWT HNH B>W W H XDCWT >NJ MGJD B VRM TYMXNH >CMJ< >TKMH,qal,perf,,,,
406,227167,CLX[,MT,Isaiah,43,14,CLXTJ,שִׁלַּ֣חְתִּי ,KH >MR JHWH G>LKM QDWC JFR>L LM<NKM CLXTJ BBLH W HWRDTJ BRJXJM KLM W KFDJM B >NJWT RNTM,piel,perf,,,BBLH,בָבֶ֗לָה 
407,1910698,CLX[,1Qisaa,Isaiah,43,14,CLXTJ,שלחתי ,KWH >MR JHWH GW>LKMH QDWC JFR>L LM<NKMH CLXTJ B BBL W HWRDTJ BRJXJM KWLM W KFDJJM B >WNJWT RNTMH,piel,perf,,,,
408,1910702,JRD[,1Qisaa,Isaiah,43,14,HWRDTJ,הורדתי ,KWH >MR JHWH GW>LKMH QDWC JFR>L LM<NKMH CLXTJ B BBL W HWRDTJ BRJXJM KWLM W KFDJJM B >WNJWT RNTMH,hifil,perf,,,,
409,1910733,JY>[,1Qisaa,Isaiah,43,17,MWYJ>,מוציא ,H MWYJ> RKB W SWS W XJL W <WZWZ JXDJW JCKWBW BL JQWMW D<KW K PCTH KBW,hifil,ptca,,,,
410,226959,<BR[,MT,Isaiah,43,2,T<BR,תַעֲבֹ֤ר ,KJ T<BR B MJM >TK >NJ W B NHRWT L> JCVPWK KJ TLK BMW >C L> TKWH W LHBH L> TB<R BK,qal,impf,,,B MJM,בַּמַּ֨יִם֙ 
411,226972,HLK[,MT,Isaiah,43,2,TLK,תֵלֵ֤ךְ ,KJ T<BR B MJM >TK >NJ W B NHRWT L> JCVPWK KJ TLK BMW >C L> TKWH W LHBH L> TB<R BK,qal,impf,,,BMW >C,בְּמֹו־אֵשׁ֙ 
412,1910483,<BR[,1Qisaa,Isaiah,43,2,T<BWR,תעבור ,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH,qal,impf,,,,
413,1910494,HLK[,1Qisaa,Isaiah,43,2,TLK,תלך ,KJ> T<BWR B MJM >TKH >NJ W B NHRWT LW> JCVPWK KJ> TLK BMW >C LW> TKWH W LHBH LW> TB<R BKH,qal,impf,,,,
414,227276,BW>[,MT,Isaiah,43,23,HBJ>T,הֵבֵ֤יאתָ ,L> HBJ>T LJ FH <LTJK W ZBXJK L> KBDTNJ L> H<BDTJK B MNXH W L> HWG<TJK B LBWNH,hif,perf,,,LJ,לִּי֙ 
415,1910817,BW>[,1Qisaa,Isaiah,43,23,HBJ>WTH,הביאותה ,LW> HBJ>WTH LJ FH L <WLH W B ZBXJKH LW> KBDTNJ W LW> <FJTH LJ> MNXH W LW> HWG<TJKH B LBWNH,hifil,perf,,,,
416,227020,BW>[,MT,Isaiah,43,5,>BJ>,אָבִ֣יא ,>L TJR> KJ >TK >NJ M MZRX >BJ> ZR<K W M M<RB >QBYK,hif,impf,,,M MZRX,מִמִּזְרָח֙ 
417,227025,QBY[,MT,Isaiah,43,5,>QBYK,אֲקַבְּצֶֽךָּ׃ ,>L TJR> KJ >TK >NJ M MZRX >BJ> ZR<K W M M<RB >QBYK,piel,impf,,,M M<RB,מִֽמַּעֲרָ֖ב 
418,1910545,BW>[,1Qisaa,Isaiah,43,5,>BJ>,אביא ,>L TJR> KJ> >TKH >NJ M MZRX >BJ> ZR<KH W M M<RB >QBYKH,hifil,impf,,,M MZRX,מִמִּזְרָח֙ 
419,1910550,QBY[,1Qisaa,Isaiah,43,5,>QBYKH,אקבצ׳כה ,>L TJR> KJ> >TKH >NJ M MZRX >BJ> ZR<KH W M M<RB >QBYKH,piel,impf,,,M M<RB,מִֽמַּעֲרָ֖ב 
420,227036,BW>[,MT,Isaiah,43,6,HBJ>J,הָבִ֤יאִי ,>MR L YPWN TNJ W L TJMN >L TKL>J HBJ>J BNJ M RXWQ W BNWTJ M QYH H >RY,hif,impv,,,M RXWQ,מֵרָחֹ֔וק 
