verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse,Study_Edition
63110,BW>[,MT,Leviticus,17,5,HBJ>M,LM<N >CR JBJ>W BNJ JFR>L >T ZBXJHM >CR HM ZBXJM <L PNJ H FDH W HBJ>M L JHWH >L PTX >HL MW<D >L H KHN W ZBXW ZBXJ CLMJM L JHWH >WTM,,hif,perf,W HBJ>M L JHWH >L PTX >HL MW<D >L H KHN,,>L PTX >HL MW<D,>L PTX/ >HL/ MW<D/,to the entrance of the tent of meeting,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,
63110,BW>[,MT,Leviticus,17,5,HBJ>M,LM<N >CR JBJ>W BNJ JFR>L >T ZBXJHM >CR HM ZBXJM <L PNJ H FDH W HBJ>M L JHWH >L PTX >HL MW<D >L H KHN W ZBXW ZBXJ CLMJM L JHWH >WTM,,hif,perf,W HBJ>M L JHWH >L PTX >HL MW<D >L H KHN,,>L H KHN,>L H KHN/,to the priest,0,prep,person,anim,det,subs,simple,factive,goal,>L,,,,,,,,
1970169,BW>[,4Q26,Leviticus,17,5,JBJ>W,LM<N >CR JBJ>W BNJ JFR>L >T ZBXJHM >CR HM ZBXJM <L PNJ H FDH W HBJ>M L JHWH >L PTX >WHL MW<D >L H KHN W ZBXW ZBXJ CLMJM L JHWH >WTM,1111 111 11111 111 10000 00 000000 011 11 11111 11 111 1 111 1 11111 1 1111 10 000 0000 0000 11 1 111 1 1111 1111 11111 1 1111 1111,hif,impf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[LM<N >CR JBJ>W BNJ J]FR>L >T ZBXJHM >[CR HM ZBXJM <L PNJ H FDH W HBJ>M L JHWH >]L PTX >WHL MW<D [>L H KHN W ZBXW ZBXJ CLMJM L JHWH >WTM],
1970182,BW>[,4Q26,Leviticus,17,5,HBJ>M,LM<N >CR JBJ>W BNJ JFR>L >T ZBXJHM >CR HM ZBXJM <L PNJ H FDH W HBJ>M L JHWH >L PTX >WHL MW<D >L H KHN W ZBXW ZBXJ CLMJM L JHWH >WTM,1111 111 11111 111 10000 00 000000 011 11 11111 11 111 1 111 1 11111 1 1111 10 000 0000 0000 11 1 111 1 1111 1111 11111 1 1111 1111,hif,perf,[W HBJ>M L JHWH >]L PTX >WHL MW<D [>L H KHN],,[>]L PTX >WHL MW<D,>L PTX/ >HL/ MW<D/,to the entrance of the tent of meeting,0,prep,,,,,,,,,,,,,,reconstructed,[LM<N >CR JBJ>W BNJ J]FR>L >T ZBXJHM >[CR HM ZBXJM <L PNJ H FDH W HBJ>M L JHWH >]L PTX >WHL MW<D [>L H KHN W ZBXW ZBXJ CLMJM L JHWH >WTM],
2079921,BW>[,11Q1,Leviticus,17,5,JBJ>W,LM<N >CR JBJ>W BNJ JFR>L >T ZBXJHM >CR HM ZBXJM <L PN J H FDH W HBJ>WM L JHWH >L PTX >HL MW<D >L H KHN W ZBXW ZBXJ,0000 000 00000 111 11111 11 110000 000 00 00000 00 11 0 1 000 0 000000 0 0011 11 111 111 1000 00 0 000 0 0000 0011,hif,impf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,LM<N >CR JBJ>W [BNJ JFR>L >T ZB]XJHM >CR HM ZBXJM <L [PN] J [H] FDH W HBJ>WM L JH[WH >L PTX >HL M]W<D >L H KHN W ZBXW ZB[XJ],
2079935,BW>[,11Q1,Leviticus,17,5,HBJ>WM,LM<N >CR JBJ>W BNJ JFR>L >T ZBXJHM >CR HM ZBXJM <L PN J H FDH W HBJ>WM L JHWH >L PTX >HL MW<D >L H KHN W ZBXW ZBXJ,0000 000 00000 111 11111 11 110000 000 00 00000 00 11 0 1 000 0 000000 0 0011 11 111 111 1000 00 0 000 0 0000 0011,hif,perf,W HBJ>WM L JH[WH >L PTX >HL M]W<D >L H KHN,,>L H KHN,>L H KHN/,to the priest,0,prep,person,anim,det,subs,simple,factive,goal,>L,,,,,,,LM<N >CR JBJ>W [BNJ JFR>L >T ZB]XJHM >CR HM ZBXJM <L [PN] J [H] FDH W HBJ>WM L JH[WH >L PTX >HL M]W<D >L H KHN W ZBXW ZB[XJ],
63186,<LH[,MT,Leviticus,17,8,J<LH,W >LHM T>MR >JC >JC M BJT JFR>L W MN H GR >CR JGWR B TWKM >CR J<LH <LH >W ZBX,,hif,impf,>CR J<LH <LH >W ZBX,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63196,BW>[,MT,Leviticus,17,9,JBJ>NW,W >L PTX >HL MW<D L> JBJ>NW L <FWT >TW L JHWH W NKRT H >JC H HW> M <MJW,,hif,impf,W >L PTX >HL MW<D L> JBJ>NW,,>L PTX >HL MW<D,>L PTX/ >HL/ MW<D/,to the entrance of the tent of meeting,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,
1970271,BW>[,4Q26,Leviticus,17,9,JBJ>NW,W >L PTX >WHL MW<D L> JBJ>NW L <FWT >TW L JHWH W NKRT H >JC H HW> M <MJW,1 11 100 0100 0000 00 000111 1 1111 111 1 1111 1 1111 1 111 1 111 1 1110,hif,impf,[W >L P]TX >[W]HL MW<D L> JBJ[>NW],,[W >L P]TX >[W]HL MW<D,>L PTX/ >HL/ MW<D/,to the entrance of the tent of meeting,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,reconstructed,[W >L P]TX >[W]HL MW<D L> JBJ[>NW L <FWT >TW L JHWH W NKRT H >JC H HW> M <MJ]W,
63426,BW>[,MT,Leviticus,18,3,MBJ>,K M<FH >RY MYRJM >CR JCBTM BH L> T<FW W K M<FH >RY KN<N >CR >NJ MBJ> >TKM CMH L> T<FW W B XQTJHM L> TLKW,,hif,ptca,>CR >NJ MBJ> >TKM CMH,>NJ,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,goal,,,,,,,,,
63435,HLK[,MT,Leviticus,18,3,TLKW,K M<FH >RY MYRJM >CR JCBTM BH L> T<FW W K M<FH >RY KN<N >CR >NJ MBJ> >TKM CMH L> T<FW W B XQTJHM L> TLKW,,qal,impf,W B XQTJHM L> TLKW,,B XQTJHM,B XQH/,in their statutes,0,prep,abstract,inanim,det,subs,complex,fictive,trajectory,B,,,,,,,,
63444,HLK[,MT,Leviticus,18,4,LKT,>T MCPVJ T<FW W >T XQTJ TCMRW L LKT BHM >NJ JHWH >LHJKM,,qal,infc,L LKT BHM,,BHM,B,in them,0,prep,prps,inanim,det,prsf,simple,fictive,trajectory,B,,,,,,,,
63473,QRB[,MT,Leviticus,18,6,TQRBW,>JC >JC >L KL C>R BFRW L> TQRBW L GLWT <RWH >NJ JHWH,,qal,impf,>L KL C>R BFRW L> TQRBW,,>L KL C>R BFRW,>L KL/ C>R/ BFR/,to any of the body of a close relative,0,prep,person,anim,det,subs,complex,factive,goal,>L,,,,,,,,
63475,GLH[,MT,Leviticus,18,6,GLWT,>JC >JC >L KL C>R BFRW L> TQRBW L GLWT <RWH >NJ JHWH,,piel,infc,L GLWT <RWH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63485,GLH[,MT,Leviticus,18,7,TGLH,<RWT >BJK W <RWT >MK L> TGLH >MK HW> L> TGLH <RWTH,,piel,impf,<RWT >BJK W <RWT >MK L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63489,GLH[,MT,Leviticus,18,7,TGLH,<RWT >BJK W <RWT >MK L> TGLH >MK HW> L> TGLH <RWTH,,piel,impf,L> TGLH <RWTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63495,GLH[,MT,Leviticus,18,8,TGLH,<RWT >CT >BJK L> TGLH <RWT >BJK HW>,,piel,impf,<RWT >CT >BJK L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63512,GLH[,MT,Leviticus,18,9,TGLH,<RWT >XWTK BT >BJK >W BT >MK MWLDT BJT >W MWLDT XWY L> TGLH <RWTN,,piel,impf,L> TGLH <RWTN,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63521,GLH[,MT,Leviticus,18,10,TGLH,<RWT BT BNK >W BT BTK L> TGLH <RWTN KJ <RWTK HNH,,piel,impf,L> TGLH <RWTN,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63535,GLH[,MT,Leviticus,18,11,TGLH,<RWT BT >CT >BJK MWLDT >BJK >XWTK HW> L> TGLH <RWTH,,piel,impf,L> TGLH <RWTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63541,GLH[,MT,Leviticus,18,12,TGLH,<RWT >XWT >BJK L> TGLH C>R >BJK HW>,,piel,impf,<RWT >XWT >BJK L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63549,GLH[,MT,Leviticus,18,13,TGLH,<RWT >XWT >MK L> TGLH KJ C>R >MK HW>,,piel,impf,<RWT >XWT >MK L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63558,GLH[,MT,Leviticus,18,14,TGLH,<RWT >XJ >BJK L> TGLH >L >CTW L> TQRB DDTK HW>,,piel,impf,<RWT >XJ >BJK L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63562,QRB[,MT,Leviticus,18,14,TQRB,<RWT >XJ >BJK L> TGLH >L >CTW L> TQRB DDTK HW>,,qal,impf,>L >CTW L> TQRB,,>L >CTW,>L >CH/,to his wife,0,prep,person,anim,det,subs,complex,factive,goal,>L,,,,,,,,
63568,GLH[,MT,Leviticus,18,15,TGLH,<RWT KLTK L> TGLH >CT BNK HW> L> TGLH <RWTH,,piel,impf,<RWT KLTK L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63573,GLH[,MT,Leviticus,18,15,TGLH,<RWT KLTK L> TGLH >CT BNK HW> L> TGLH <RWTH,,piel,impf,L> TGLH <RWTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63579,GLH[,MT,Leviticus,18,16,TGLH,<RWT >CT >XJK L> TGLH <RWT >XJK HW>,,piel,impf,<RWT >CT >XJK L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
1962758,GLH[,4Q23,Leviticus,18,16,TGLH,>XJK L> TGLH <RWT >XJK HJ>,1000 00 0000 0001 1111 111,piel,impf,[>]XJK L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,[>]XJK L> TGLH <RW[T >XJK HJ>],
63588,GLH[,MT,Leviticus,18,17,TGLH,<RWT >CH W BTH L> TGLH >T BT BNH W >T BT BTH L> TQX L GLWT <RWTH C>RH HNH ZMH HW>,,piel,impf,<RWT >CH W BTH L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
63599,GLH[,MT,Leviticus,18,17,GLWT,<RWT >CH W BTH L> TGLH >T BT BNH W >T BT BTH L> TQX L GLWT <RWTH C>RH HNH ZMH HW>,,piel,infc,L GLWT <RWTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
1962768,GLH[,4Q23,Leviticus,18,17,TGLH,<RWT >CH W BTH L> TGLH >T BT BNH W >T BT BTH L> TQX L GLWT <RWTH C>RH HNH ZMH HJ>,1111 111 1 111 11 1111 11 11 111 1 11 11 111 00 000 0 0000 00001 1111 111 111 111,piel,impf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[<RWT >CH W BTH L> TGLH >T BT BNH W >T BT BTH] L> TQX L GLWT <RWT[H C>RH HNH ZMH HJ>],
1962779,GLH[,4Q23,Leviticus,18,17,GLWT,<RWT >CH W BTH L> TGLH >T BT BNH W >T BT BTH L> TQX L GLWT <RWTH C>RH HNH ZMH HJ>,1111 111 1 111 11 1111 11 11 111 1 11 11 111 00 000 0 0000 00001 1111 111 111 111,piel,infc,L GLWT <RWT[H],,no complement,no complement,,,,,,,,,,,,,,,,,,[<RWT >CH W BTH L> TGLH >T BT BNH W >T BT BTH] L> TQX L GLWT <RWT[H C>RH HNH ZMH HJ>],
63614,GLH[,MT,Leviticus,18,18,GLWT,W >CH >L >XTH L> TQX L YRR L GLWT <RWTH <LJH B XJJH,,piel,infc,L GLWT <RWTH <LJH B XJJH,,<LJH,<L,upon it/her,0,prep,prps,inanim,det,prsf,simple,posture/not motion,other,<L,,,,,,,,
1962795,GLH[,4Q23,Leviticus,18,18,GLWT,W >CH >L >XTH L> TQX L YRR L GLWT <RWTH <LJH B XJJH,1 111 11 1111 11 111 1 111 1 1111 00000 0000 0 0111,piel,infc,[L GLWT] <RWTH <LJH B X[JJH],,<LJH,<L,upon it/her,0,prep,prps,inanim,det,prsf,simple,posture/not motion,other,<L,,,,,,reconstructed?,[W >CH >L >XTH L> TQX L YRR L GLWT] <RWTH <LJH B X[JJH],
63626,QRB[,MT,Leviticus,18,19,TQRB,W >L >CH B NDT VM>TH L> TQRB L GLWT <RWTH,,qal,impf,W >L >CH B NDT VM>TH L> TQRB,,>L >CH B NDT VM>TH,>L >CH/ B NDH/ VM>H/,to a woman in her menstrual uncleanness,0,prep,person,anim,det,subs,complex,factive,goal,>L,,,,,,,,
63628,GLH[,MT,Leviticus,18,19,GLWT,W >L >CH B NDT VM>TH L> TQRB L GLWT <RWTH,,piel,infc,L GLWT <RWTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
1962808,QRB[,4Q23,Leviticus,18,19,TQRB,W >L >CH B NDT VM>TH L> TQRB L GLWT <RWTH,1 11 111 1 111 11111 11 1111 1 1111 11111,qal,impf,W >L >CH B NDT VM>TH L> TQRB,,>L >CH B NDT VM>TH,>L >CH/ B NDH/ VM>H/,to a woman in her menstrual uncleanness,0,prep,person,anim,det,subs,complex,,,>L,B,,,,,reconstructed,[W >L >CH B NDT VM>TH L> TQRB L GLWT <RWTH],
63648,<BR[,MT,Leviticus,18,21,H<BJR,W M ZR<K L> TTN L H<BJR L MLK W L> TXLL >T CM >LHJK >NJ JHWH,,hif,infc,L H<BJR L MLK,,L MLK,L H MLK=/,to Molech,0,prep,person,anim,det,subs,simple,fictive,goal,L,,,,,,as sacrifice,,
1962832,<BR[,4Q23,Leviticus,18,21,H<BJR,W M ZR<K L> TTN L H<BJR L MLK W L> TXLL >T CM >LHJK >NJ JHWH,1 1 1111 11 111 1 11111 1 111 1 11 1111 11 11 11111 000 1111,hif,infc,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W M ZR<K L> TTN L H<BJR L MLK W L> TXLL >T CM >LHJK] >NJ [JHWH],
63860,PNH[,MT,Leviticus,19,4,TPNW,>L TPNW >L H >LJLJM W >LHJ MSKH L> T<FW LKM >NJ JHWH >LHJKM,,qal,impf,>L TPNW >L H >LJLJM,,>L H >LJLJM,>L H >LJL/,to the false gods,0,prep,person,anim,det,subs,simple,posture/not motion,other,>L,,,,,,,,
1962853,PNH[,4Q23,Leviticus,19,4,TPNW,>L TPNW >L H >LJLJM W >LHJ MSKH L> T<FW LKM >NJ JHWH >LHJKM,11 0000 11 1 111111 1 1111 1111 11 1111 000 000 0011 111111,qal,impf,>L TPNW >L H >LJLJM,,>L H >LJLJM,,to the false gods,0,prep,person,anim,det,subs,simple,,,>L,,,,,,reconstructed,[>L] TPNW [>L H >LJLJM W >LHJ MSKH L> T<FW] LKM >NJ JH[WH >LHJKM],
2080083,PNH[,11Q1,Leviticus,19,4,TPNW,>L TPNW,00 0000,qal,impf,>L TPNW,,no complement,no complement,,,,,,,,,,,,,,,,,,>L TPNW,
64045,HLK[,MT,Leviticus,19,16,TLK,L> TLK RKJL B <MJK L> T<MD <L DM R<K >NJ JHWH,,qal,impf,L> TLK RKJL B <MJK,,B <MJK,B <M/,in / among your people,0,prep,person,anim,det,subs,complex,factive,goal,B,,,,,,,,
64102,<LH[,MT,Leviticus,19,19,J<LH,>T XQTJ TCMRW BHMTK L> TRBJ< KL>JM FDK L> TZR< KL>JM W BGD KL>JM C<VNZ L> J<LH <LJK,,qal,impf,W BGD KL>JM C<VNZ L> J<LH <LJK,BGD KL>JM C<VNZ,<LJK,<L,upon you,0,prep,person,anim,det,prsf,simple,posture/not motion,other,<L,,,,,,,,
64135,BW>[,MT,Leviticus,19,21,HBJ>,W HBJ> >T >CMW L JHWH >L PTX >HL MW<D >JL >CM,,hif,perf,W HBJ> >T >CMW L JHWH >L PTX >HL MW<D >JL >CM,,>L PTX >HL MW<D,>L PTX/ >HL/ MW<D/,to the entrance of the tent of meeting,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,,
64171,BW>[,MT,Leviticus,19,23,TB>W,W KJ TB>W >L H >RY W NV<TM KL <Y M>KL W <RLTM <RLTW >T PRJW CLC CNJM JHJH LKM <RLJM L> J>KL,,qal,impf,W KJ TB>W >L H >RY,,>L H >RY,>L H >RY/,to the land,0,prep,place,inanim,det,subs,simple,factive,goal,>L,,,,,,,,
64282,PNH[,MT,Leviticus,19,31,TPNW,>L TPNW >L H >BT W >L H JD<NJM >L TBQCW L VM>H BHM >NJ JHWH >LHJKM,,qal,impf,>L TPNW >L H >BT,,>L H >BT,>L H >WB/,to the wizards,0,prep,person,anim,det,subs,simple,posture/not motion,goal,>L,,,,,,,,
1890631,PNH[,1Q3,Leviticus,19,31,TPNW,>L TPNW >L H >BT W >L H JD<WNJM >L TBQCW L VM>H BHM >NJ JHWH >LHJKM,11 1111 11 1 111 1 00 0 0000000 11 11111 1 1111 111 111 1111 000000,qal,impf,>L TPNW >L H >BT,,>L H >BT,>L H >WB/,to the wizards,0,prep,person,anim,det,subs,simple,posture/not motion,goal,>L,,,,,,reconstructed,[>L TPNW >L H >BT W] >L H JD<WNJM [>L TBQCW L VM>H BHM >NJ JHWH] >LHJKM,
1970556,JY>[,4Q26a,Leviticus,19,36,HWY>TJ,>BNJ YDQ >JPT YDQ W HJN YDQ JHJH LKM >NJ JHWH >LHJKM >CR HWY>TJ >TKM M >RY MYRJM,0000 010 1111 111 1 111 111 1111 111 111 1110 000000 000 111111 1111 1 111 11111,hif,perf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,>BNJ Y[D]Q [>JPT YDQ W HJN YDQ JHJH LKM >NJ JHW]H >LHJKM >CR [HWY>TJ >TKM M >RY MYRJM],
64528,PNH[,MT,Leviticus,20,6,TPNH,W H NPC >CR TPNH >L H >BT W >L H JD<NJM L ZNWT >XRJHM W NTTJ >T PNJ B NPC H HW> W HKRTJ >TW M QRB <MW,,qal,impf,>CR TPNH >L H >BT W >L H JD<NJM,,>L H >BT W >L H JD<NJM,>L H >WB/ W >L H JD<NJ/,to the wizards and to the soothsayers,0,prep + prep,person,anim,det,subs,complex,posture/not motion,goal,>L,>L,,,,,,,
2080222,PNH[,11Q1,Leviticus,20,6,TPNH,W H NPC >CR TPNH >L H >BWT W >L H JD<NJM,0 0 000 011 1111 11 1 0000 0 00 0 000000,qal,impf,>[CR TPNH >L H] >BWT W >L H JD<NJM,,[>L H] >BWT W >L H JD<NJM,>L H >WB/ W >L H JD<NJ/,to the wizards and to the soothsayers,0,prep + prep,person,anim,det,subs,complex,posture/not motion,goal,>L,>L,,,,,reconstructed?,W H NPC >[CR TPNH >L H] >BWT W >L H JD<NJM,
64619,GLH[,MT,Leviticus,20,11,GLH,W >JC >CR JCKB >T >CT >BJW <RWT >BJW GLH MWT JWMTW CNJHM DMJHM BM,,piel,perf,W >JC <RWT >BJW GLH,>JC,no complement,no complement,,,,,,,,,,,,,,,,,,,
64694,QRB[,MT,Leviticus,20,16,TQRB,W >CH >CR TQRB >L KL BHMH L RB<H >TH W HRGT >T H >CH W >T H BHMH MWT JWMTW DMJHM BM,,qal,impf,>CR TQRB >L KL BHMH,,>L KL BHMH,>L KL/ BHMH/,to any animal,0,prep,other,anim,det,subs,complex,factive,goal,>L,,,,,,,,
64744,GLH[,MT,Leviticus,20,17,GLH,W >JC >CR JQX >T >XTW BT >BJW >W BT >MW W R>H >T <RWTH W HJ> TR>H >T <RWTW XSD HW> W NKRTW L <JNJ BNJ <MM <RWT >XTW GLH <WNW JF>,,piel,perf,<RWT >XTW GLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
64755,GLH[,MT,Leviticus,20,18,GLH,W >JC >CR JCKB >T >CH DWH W GLH >T <RWTH >T MQRH H<RH W HJ> GLTH >T MQWR DMJH W NKRTW CNJHM M QRB <MM,,piel,perf,W GLH >T <RWTH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
64763,GLH[,MT,Leviticus,20,18,GLTH,W >JC >CR JCKB >T >CH DWH W GLH >T <RWTH >T MQRH H<RH W HJ> GLTH >T MQWR DMJH W NKRTW CNJHM M QRB <MM,,piel,perf,W HJ> GLTH >T MQWR DMJH,HJ>,no complement,no complement,,,,,,,,,,,,,,,,,,,
64781,GLH[,MT,Leviticus,20,19,TGLH,W <RWT >XWT >MK W >XWT >BJK L> TGLH KJ >T C>RW H<RH <WNM JF>W,,piel,impf,W <RWT >XWT >MK W >XWT >BJK L> TGLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
64796,GLH[,MT,Leviticus,20,20,GLH,W >JC >CR JCKB >T DDTW <RWT DDW GLH XV>M JF>W <RJRJM JMTW,,piel,perf,<RWT DDW GLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
64812,GLH[,MT,Leviticus,20,21,GLH,W >JC >CR JQX >T >CT >XJW NDH HW> <RWT >XJW GLH <RJRJM JHJW,,piel,perf,<RWT >XJW GLH,,no complement,no complement,,,,,,,,,,,,,,,,,,,
64835,BW>[,MT,Leviticus,20,22,MBJ>,W CMRTM >T KL XQTJ W >T KL MCPVJ W <FJTM >TM W L> TQJ> >TKM H >RY >CR >NJ MBJ> >TKM CMH L CBT BH,,hif,ptca,>CR >NJ MBJ> >TKM CMH,>NJ,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,goal,,,,,,,,,
1890730,BW>[,1Q3,Leviticus,20,22,MBJ>,W CMRTM >T KL XQTJ W >T KL MCPVJ W <FJTM >TM W L> TQJ> >TKM H >RY >CR >NJ MBJ> >TKM CMH L CBT BH,1 11110 00 00 0000 0 00 00 01111 1 11111 111 1 11 1110 0000 0 000 000 000 1111 1111 111 1 111 11,hif,ptca,>CR >NJ MBJ> >TKM CMH,>NJ,CMH,CM,there,1,dir-he,adv,inanim,det,adv,simple,factive,goal,,,,,,,reconstructed,[W CMRT]M >T KL XQTJ W >T KL M[CPVJ W <FJTM >TM W L> TQJ]> >TKM H >RY >CR >NJ [MBJ> >TKM CMH L CBT BH],
64843,HLK[,MT,Leviticus,20,23,TLKW,W L> TLKW B XQT H GWJ >CR >NJ MCLX M PNJKM KJ >T KL >LH <FW W >QY BM,,qal,impf,W L> TLKW B XQT H GWJ,,B XQT H GWJ,B XQH/ H GWJ/,in the statutes of the nation,0,prep,abstract,inanim,det,subs,complex,fictive,trajectory,B,,,,,,,,
1890740,HLK[,1Q3,Leviticus,20,23,TLKW,W L> TLKW B XQWT H GWJ >CR >NJ MCLX M PNJKM KJ >T KL >LH <FW W >QY BM,1 11 0000 0 0000 0 011 111 111 1111 1 11111 11 00 00 001 111 1 111 11,qal,impf,[W L>] TLKW B XQWT H G[WJ],,B XQWT H G[WJ],B XQH/ H GWJ/,in the statutes of the nation,0,prep,abstract,inanim,det,subs,complex,fictive,trajectory,B,,,,,,,[W L>] TLKW B XQWT H G[WJ >CR >NJ MCLX M PNJKM KJ] >T KL >L[H <FW W >QY BM],
65063,QRB[,MT,Leviticus,21,6,MQRJBM,QDCJM JHJW L >LHJHM W L> JXLLW CM >LHJHM KJ >T >CJ JHWH LXM >LHJHM HM MQRJBM W HJW QDC,,hif,ptca,KJ >T >CJ JHWH LXM >LHJHM HM MQRJBM,HM,no complement,no complement,,,,,,,,,,,,,,,,,,,
2080247,QRB[,11Q1,Leviticus,21,6,MQRJBJM,JHJW L >LHJHM W L> JXLLW CM >LHJHM KJ >T >CJ JHWH LX M >LHJHM HM MQRJBJM W HJW QWDC,1111 1 100000 0 00 01111 11 111111 11 11 100 0001 11 1 000000 00 0000000 0 001 1100,hif,ptca,[KJ >T >]CJ JHW[H LX M] >LHJHM HM MQRJBJM,HM,no complement,no complement,,,,,,,,,,,,,,,,,,[JHJW L >]LHJHM W L> J[XLLW CM >LHJHM KJ >T >]CJ JHW[H LX M] >LHJHM HM MQRJBJM W HJ[W QW]DC,
65092,QRB[,MT,Leviticus,21,8,MQRJB,W QDCTW KJ >T LXM >LHJK HW> MQRJB QDC JHJH LK KJ QDWC >NJ JHWH MQDCKM,,hif,ptca,KJ >T LXM >LHJK HW> MQRJB,HW>,no complement,no complement,,,,,,,,,,,,,,,,,,,
2080279,QRB[,11Q1,Leviticus,21,8,MQRJB,W Q DCTW KJ LXM >LHJK HW> MQRJB QDC JHJH LK KJ QDC >NJ JHWH MQDCM,0 0 0000 00 000 00000 000 00000 000 0000 00 00 000 000 0000 00000,hif,ptca,KJ LXM >LHJK HW> MQRJB,HW>,no complement,no complement,,,,,,,,,,,,,,,,,,W Q DCTW KJ LXM >LHJK HW> MQRJB QDC JHJH LK KJ QDC >NJ JHWH MQDCM,
65154,BW>[,MT,Leviticus,21,11,JB>,W <L KL NPCT MT L> JB> L >BJW W L >MW L> JVM>,,qal,impf,W <L KL NPCT MT L> JB>,,<L KL NPCT MT,<L KL/ NPC/ MWT[,to the bodies of the dead,0,prep,other,inanim,det,subs,complex,factive,goal,<L,,,,,,,,
1970782,BW>[,4Q26a,Leviticus,21,11,JB>,W <L KL NPCT MT L> JB> L >BJW W L >MW L> JVM>,1 11 11 1111 11 11 111 1 1111 1 1 111 11 1000,qal,impf,W <L KL NPCT MT L> JB>,,<L KL NPCT MT,,to the bodies of the dead,0,prep,other,inanim,det,subs,complex,,,<L,,,,,,reconstructed,[W <L KL NPCT MT L> JB> L >BJW W L >MW L> J]VM>,
2080345,BW>[,11Q1,Leviticus,21,11,JBW>,W <L KL NPCT MT L> JBW> L >BJW W L >MW L> JVM>,0 00 11 0000 00 00 0000 0 0001 1 1 111 11 1000,qal,impf,W <L [KL] NPCT MT L> JBW>,,<L [KL] NPCT MT,<L KL/ NPC/ MWT[,to the bodies of the dead,0,prep,other,inanim,det,subs,complex,factive,goal,<L,,,,,,,W <L [KL] NPCT MT L> JBW> L >BJ[W W L >MW L> J]VM>,
1970796,JY>[,4Q26a,Leviticus,21,12,JY>,W MN H MQDC L> JY> W L> JXLL >T MQDC,0 11 1 1111 11 111 1 11 1111 11 1111,qal,impf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,W [MN H MQDC L> JY> W L> JXLL >T MQDC],
65237,QRB[,MT,Leviticus,21,17,JQRB,DBR >L >HRN L >MR >JC M ZR<K L DRTM >CR JHJH BW MWM L> JQRB L HQRJB LXM >LHJW,,qal,impf,>JC M ZR<K L DRTM L> JQRB,>JC M ZR<K L DRTM,no complement,no complement,,,,,,,,,,,,,,,,,,,
65239,QRB[,MT,Leviticus,21,17,HQRJB,DBR >L >HRN L >MR >JC M ZR<K L DRTM >CR JHJH BW MWM L> JQRB L HQRJB LXM >LHJW,,hif,infc,L HQRJB LXM >LHJW,,no complement,no complement,,,,,,,,,,,,,,,,,,,
1967371,QRB[,4Q24,Leviticus,21,17,JQRB,DBR >L >HRN L >MR >JC M ZR<K L DRTM >CR JHJH BW MWM L> JQRB L HQRJB LXM >LHJW,111 11 1111 1 111 111 1 1111 1 1111 111 0000 11 111 11 1111 1 11111 111 11111,qal,impf,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[DBR >L >HRN L >MR >JC M ZR<K L DRTM >CR] JHJH [BW MWM L> JQRB L HQRJB LXM >LHJW],
