chapter,verse_num,verse
29,39,τὸν ἀμνὸν τὸν ἕνα ποιήσεις τὸ πρωΐ καὶ τὸν ἀμνὸν τὸν δεύτερον ποιήσεις τὸ δειλινόν ·
29,40,καὶ δέκατον σεμιδάλεως πεφυραμένης ἐν ἐλαίῳ κεκομμένῳ τῷ τετάρτῳ τοῦ εἲν καὶ σπονδὴν τὸ τέταρτον τοῦ εἲν οἴνου τῷ ἀμνῷ τῷ ἑνί · E
29,41,"καὶ τὸν ἀμνὸν τὸν δεύτερον ποιήσεις τὸ δειλινόν, κατὰ τὴν θυσίαν τὴν πρωϊνὴν καὶ κατὰ τὴν σπονδὴν αὐτοῦ ποιήσεις εἰς ὀσμὴν εὐωδίας, κάρπωμα Κυρίῳ,"
29,42,"θυσίαν ἐνδελεχισμοῦ εἰς γενεὰς ὑμῶν, ἐπὶ θύρας τῆς σκηνῆς τοῦ μαρτυρίου ἔναντι Κυρίου, ἐν οἷς γνωσθήσομαί σοι ἐκεῖθεν, ὥστε λαλῆσαί σοι."
29,43,καὶ τάξομαι ἐκεῖ τοῖς υἱοῖς Ἰσραὴλ καὶ ἁγιασθήσομαι ἐν δόξῃ μου ·
29,44,καὶ ἁγιάσω τὴν σκηνὴν τοῦ μαρτυρίου καὶ τὸ θυσιαστήριον καὶ Ἀαρὼν καὶ τοὺς υἱοὺς αὐτοῦ ἁγιάσω ἱερατεύειν μοι.
29,45,"καὶ ἐπικληθήσομαι ἐν τοῖς υἱοῖς Ἰσραὴλ καὶ ἔσομαι αὐτῶν Θεός,"
29,46,"καὶ γνώσονται ὅτι ἐγώ εἰμι Κύριος ὁ Θεὸς αὐτῶν, ὁ ἐξαγαγὼν αὐτοὺς ἐκ γῆς Αἰγύπτου, ἐπικληθῆναι αὐτοῖς καὶ εἶναι αὐτῶν Θεός."
30,1,καὶ ποιήσεις θυσιαστήριον θυμιάματος ἐκ ξύλων ἀσήπτων ·
30,2,"καὶ ποιήσεις αὐτὸ πήχεως τὸ μῆκος καὶ πήχεως τὸ εὖρος, τετράγωνον ἔσται, καὶ δύο πήχεων τὸ ὕψος · E ἐξ αὐτοῦ ἔσται τὰ κέρατα αὐτοῦ."
30,3,"καὶ καταχρυσώσεις αὐτὰ χρυσίῳ καθαρῷ, τὴν ἐσχάραν αὐτοῦ καὶ τοὺς τοίχους αὐτοῦ κύκλῳ καὶ τὰ κέρατα αὐτοῦ, καὶ ποιήσεις αὐτῷ στρεπτὴν στεφάνην χρυσῆν κύκλῳ."
30,4,"καὶ δύο δακτυλίους χρυσοῦς καθαροὺς ποιήσεις ὑπὸ τὴν στρεπτὴν στεφάνην αὐτοῦ, εἰς τὰ δύο κλίτη ποιήσεις ἐν τοῖς δυσὶ πλευροῖς · καὶ ἔσονται ψαλίδες ταῖς σκυτάλαις, ὥστε αἴρειν αὐτὸ ἐν αὐταῖς."
30,5,καὶ ποιήσεις σκυτάλας ἐκ ξύλων ἀσήπτων καὶ καταχρυσώσεις αὐτὰς χρυσίῳ.
30,6,"καὶ θήσεις αὐτὸ ἀπέναντι τοῦ καταπετάσματος τοῦ ὄντος ἐπὶ τῆς κιβωτοῦ τῶν μαρτυρίων, ἐν οἶς γνωσθήσομαί σοι ἐκεῖθεν."
30,7,"καὶ θυμιάσει ἀπ’ αὐτοῦ Ἀαρὼν θυμίαμα σύνθετον λεπτόν · τὸ πρωΐ πρωΐ, ὅταν ἐπισκευάζῃ τοὺς λύχνους, θυμιάσει ἐπ’ αὐτοῦ,"
30,8,"καὶ ὅταν ἐξάπτῃ Ἀαρὼν τοὺς λύχνους ὀψέ, θυμιάσει ἐπ’ αὐτοῦ · θυμίαμα ἐνδελεχισμοῦ διὰ παντὸς ἔναντι Κυρίου εἰς γενεὰς αὐτῶν. E"
30,9,"καὶ οὐκ ἀνοίσεις ἐπ’ αὐτοῦ θυμίαμα ἕτερον, κάρπωμα, θυσίαν · καὶ σπονδὴν οὐ σπείσεις ἐπ’ αὐτοῦ."
30,10,καὶ ἐξιλάσεται ἐπ’ αὐτοῦ Ἀαρὼν ἐπὶ τῶν κεράτων αὐτοῦ ἅπαξ τοῦ ἐνιαυτοῦ · ἀπὸ τοῦ αἵματος τοῦ καθαρισμοῦ καθαριεῖ αὐτὸ εἰς γενεὰς αὐτῶν · ἅγιον τῶν ἁγίων ἐστὶ Κυρίῳ.
30,11,καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν λέγων ·
30,12,"ἐὰν λάβῃς τὸν συλλογισμὸν τῶν υἱῶν Ἰσραὴλ ἐν τῇ ἐπισκοπῇ αὐτῶν, καὶ δώσουσιν ἕκαστος λύτρα τῆς ψυχῆς αὐτοῦ Κυρίῳ, καὶ οὐκ ἔσται ἐν αὐτοῖς πτῶσις ἐν τῇ ἐπισκοπῇ αὐτῶν."
30,13,"καὶ τοῦτό ἐστιν ὃ δώσουσιν ὅσοι ἂν παραπορεύωνται τὴν ἐπίσκεψιν · τὸ ἥμισυ τοῦ διδράχμου, ὅ ἐστιν κατὰ τὸ δίδραχμον τὸ ἅγιον · E εἴκοσιν ὀβολοὶ τὸ δίδραχμον, τὸ δὲ ἥμισυ τοῦ διδράχμου εἰσφορὰ Κυρίῳ. E E"
30,14,"πᾶς ὁ παραπορευόμενος εἰς τὴν ἐπίσκεψιν ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, δώσουσι τὴν εἰσφορὰν Κυρίῳ."
30,15,ὁ πλουτῶν οὐ προσθήσει καὶ ὁ πενόμενος οὐκ ἐλαττονήσει ἀπὸ τοῦ ἡμίσους τοῦ διδράχμου ἐν τῷ διδόναι τὴν εἰσφορὰν Κυρίῳ ἐξιλάσασθαι περὶ τῶν ψυχῶν ὑμῶν.
30,16,"καὶ λήψῃ τὸ ἀργύριον τῆς εἰσφορᾶς παρὰ τῶν υἱῶν Ἰσραὴλ καὶ δώσεις αὐτὸ εἰς τὸ κάτεργον τῆς σκηνῆς τοῦ μαρτυρίου, καὶ ἔσται τοῖς υἱοῖς Ἰσραὴλ μνημόσυνον ἔναντι Κυρίου ἐξιλάσασθαι περὶ τῶν ψυχῶν ὑμῶν."
30,17,καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν λέγων ·
30,18,"ποίησον λουτῆρα χαλκοῦν καὶ βάσιν αὐτῷ χαλκῆν, ὥστε νίπτεσθαι · καὶ θήσεις αὐτὸν ἀνὰ μέσον τῆς σκηνῆς τοῦ μαρτυρίου καὶ ἀνὰ μέσον τοῦ θυσιαστηρίου καὶ ἐκχεεῖς εἰς αὐτὸν ὕδωρ,"
30,19,καὶ νίψεται Ἀαρὼν καὶ οἱ υἱοὶ αὐτοῦ ἐξ αὐτοῦ τὰς χεῖρας καὶ τοὺς πόδας ὕδατι.
30,20,"ὅταν εἰσπορεύωνται εἰς τὴν σκηνὴν τοῦ μαρτυρίου, νίψονται ὕδατι καὶ οὐ μὴ ἀποθάνωσιν · ἢ ὅταν προσπορεύωνται πρὸς τὸ θυσιαστήριον λειτουργεῖν καὶ ἀναφέρειν τὰ ὁλοκαυτώματα Κυρίῳ,"
30,21,"νίψονται τὰς χεῖρας καὶ τοὺς πόδας ὕδατι · ὅταν εἰσπορεύωνται εἰς τὴν σκηνὴν τοῦ μαρτυρίου, νίψονται ὕδατι, ἵνα μὴ ἀποθάνωσι · καὶ ἔσται αὐτοῖς νόμιμον αἰώνιον, αὐτῷ καὶ ταῖς γενεαῖς αὐτοῦ μετ’ αὐτόν."
30,22,καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν λέγων ·
30,23,"καὶ σὺ λάβε ἡδύσματα, τὸ ἄνθος σμύρνης ἐκλεκτῆς πεντακοσίους σίκλους καὶ κινναμώμου εὐώδους τὸ ἥμισυ τούτου διακοσίους πεντήκοντα καὶ καλάμου εὐώδους διακοσίους πεντήκοντα"
30,24,καὶ ἴρεως πεντακοσίους σίκλους τοῦ ἁγίου καὶ ἔλαιον ἐξ ἐλαιῶν εἲν
30,25,"καὶ ποιήσεις αὐτὸ ἔλαιον χρῖσμα ἅγιον, μύρον μυρεψικὸν τέχνῃ μυρεψοῦ · ἔλαιον χρῖσμα ἅγιον ἔσται."
30,26,καὶ χρίσεις ἐξ αὐτοῦ τὴν σκηνὴν τοῦ μαρτυρίου καὶ τὴν κιβωτὸν τῆς σκηνῆς τοῦ μαρτυρίου
30,27,καὶ πάντα τὰ σκεύη αὐτῆς καὶ τὴν λυχνίαν καὶ πάντα τὰ σκεύη αὐτῆς καὶ τὸ θυσιαστήριον τοῦ θυμιάματος
30,28,καὶ τὸ θυσιαστήριον τῶν ὁλοκαυτωμάτων καὶ πάντα αὐτοῦ τὰ σκεύη καὶ τὴν τράπεζαν καὶ πάντα τὰ σκεύη αὐτῆς καὶ τὸν λουτῆρα καὶ τὴν βάσιν αὐτοῦ
30,29,"καὶ ἁγιάσεις αὐτά, καὶ ἔσται ἅγια τῶν ἁγίων · πᾶς ὁ ἁπτόμενος αὐτῶν ἁγιασθήσεται."
30,30,καὶ Ἀαρὼν καὶ τοὺς υἱοὺς αὐτοῦ χρίσεις καὶ ἁγιάσεις αὐτοὺς ἱερατεύειν μοι.
30,31,καὶ τοῖς υἱοῖς Ἰσραὴλ λαλήσεις λέγων · ἔλαιον ἄλειμμα χρίσεως ἅγιον ἔσται τοῦτο ὑμῖν εἰς τὰς γενεὰς ὑμῶν.
30,32,"ἐπὶ σάρκα ἀνθρώπου οὐ χρισθήσεται, καὶ κατὰ τὴν σύνθεσιν ταύτην οὐ ποιήσετε ὑμῖν ἑαυτοῖς ὡσαύτως · ἅγιόν ἐστι καὶ ἁγίασμα ἔσται ὑμῖν."
30,33,"ὃς ἂν ποιήσῃ ὡσαύτως, καὶ ὃς ἂν δῷ ἀπ’ αὐτοῦ ἀλλογενεῖ, ἐξολοθρευθήσεται ἐκ τοῦ λαοῦ αὐτοῦ."
30,34,"καὶ εἶπε Κύριος πρὸς Μωυσῆν · λάβε σεαυτῷ ἡδύσματα, στακτήν, ὄνυχα, χαλβάνην ἡδυσμοῦ καὶ λίβανον διαφανῆ, ἴσον ἴσῳ ἔσται ·"
30,35,"καὶ ποιήσουσιν ἐν αὐτῷ θυμίαμα, μυρεψικὸν ἔργον μυρεψοῦ, μεμιγμένον, καθαρόν, ἔργον ἅγιον."
30,36,"καὶ συγκόψεις ἐκ τούτων λεπτὸν καὶ θήσεις ἀπέναντι τῶν μαρτυρίων ἐν τῇ σκηνῇ τοῦ μαρτυρίου, ὅθεν γνωσθήσομαί σοι ἐκεῖθεν · ἅγιον τῶν ἁγίων ἔσται ὑμῖν."
30,37,θυμίαμα κατὰ τὴν σύνθεσιν ταύτην οὐ ποιήσετε ὑμῖν ἑαυτοῖς · ἁγίασμα ἔσται ὑμῖν Κυρίῳ ·
30,38,"ὃς ἂν ποιήσῃ ὡσαύτως ὥστε ὀσφραίνεσθαι ἐν αὐτῷ, ἀπολεῖται ἐκ τοῦ λαοῦ αὐτοῦ."
31,1,καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν λέγων ·
31,2,"ἰδοὺ ἀνακέκλημαι ἐξ ὀνόματος τὸν Βεσελεὴλ τὸν τοῦ Οὐρείου τὸν Ὤρ, ἐκ τῆς φυλῆς Ἰούδα,"
31,3,καὶ ἐνέπλησα αὐτὸν πνεῦμα θεῖον σοφίας καὶ συνέσεως καὶ ἐπιστήμης ἐν παντὶ ἔργῳ διανοεῖσθαι
31,4,"καὶ ἀρχιτεκτονῆσαι, ἐργάζεσθαι τὸ χρυσίον καὶ τὸ ἀργύριον καὶ τὸν χαλκὸν καὶ τὴν ὑάκινθον καὶ τὴν πορφύραν καὶ τὸ κόκκινον τὸ νηστὸν"
31,5,"καὶ τὰ λιθουργικὰ καὶ εἰς τὰ ἔργα τὰ τεκτονικὰ τῶν ξύλων, ἐργάζεσθαι κατὰ πάντα τὰ ἔργα."
31,6,"καὶ ἐγὼ ἔδωκα αὐτὸν καὶ τὸν Ἐλιὰβ τὸν τοῦ Ἀχισαμὰχ ἐκ φυλῆς Δὰν καὶ παντὶ συνετῷ καρδίᾳ δέδωκα σύνεσιν, καὶ ποιήσουσι πάντα ὅσα συνέταξά σοι,"
31,7,τὴν σκηνὴν τοῦ μαρτυρίου καὶ τὴν κιβωτὸν τῆς διαθήκης καὶ τὸ ἱλαστήριον τὸ ἐπ’ αὐτῆς καὶ τὴν διασκευὴν τῆς σκηνῆς
31,8,καὶ τὰ θυσιαστήρια καὶ τὴν τράπεζαν καὶ πάντα τὰ σκεύη αὐτῆς καὶ τὴν λυχνίαν τὴν καθαρὰν καὶ πάντα τὰ σκεύη αὐτῆς
31,9,καὶ τὸν λουτῆρα καὶ τὴν βάσιν αὐτοῦ
31,10,καὶ τὰς στολάς τὰς λειτουργικὰς Ἀαρὼν καὶ τὰς στολὰς τῶν υἱῶν αὐτοῦ ἱερατεύειν μοι
31,11,"καὶ τὸ ἔλαιον τῆς χρίσεως καὶ τὸ θυμίαμα τῆς συνθέσεως τοῦ ἁγίου · κατὰ πάντα, ὅσα ἐγὼ ἐνετειλάμην σοι, ποιήσουσι."
31,12,καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν λέγων ·
31,13,"καὶ σὺ σύνταξον τοῖς υἱοῖς Ἰσραὴλ λέγων · ὁρᾶτε, καὶ τὰ σάββατά μου φυλάξεσθε · σημεῖόν ἐστι παρ’ ἐμοὶ καὶ ἐν ἐμοὶ εἰς τὰς γενεὰς ὑμῶν, ἵνα γνῶτε ὅτι ἐγὼ Κύριος ὁ ἁγιάζων ὑμᾶς. E"
31,14,"καὶ φυλάξεσθε τὰ σάββατα, ὅτι ἅγιον τοῦτό ἐστι Κυρίῳ ὑμῖν · ὁ βεβηλῶν αὐτὸ θανάτῳ θανατωθήσεται · πᾶς ὃς ποιήσει ἐν αὐτῷ ἔργον, ἐξολοθρευθήσεται ἡ ψυχὴ ἐκείνη ἐκ μέσου τοῦ λαοῦ αὐτοῦ."
31,15,"ἓξ ἡμέρας ποιήσεις ἔργα, τῇ δὲ ἡμέρᾳ τῇ ἑβδόμῃ σάββατα, ἀνάπαυσις ἁγία τῷ Κυρίῳ · E πᾶς ὃς ποιήσει ἔργον τῇ ἡμέρᾳ τῇ ἑβδόμῃ, θανατωθήσεται."
31,16,καὶ φυλάξουσιν οἱ υἱοὶ Ἰσραὴλ τὰ σάββατα ποιεῖν αὐτὰ εἰς τὰς γενεὰς αὐτῶν · διαθήκη αἰώνιος. E
31,17,ἐν ἐμοὶ καὶ τοῖς υἱοῖς Ἰσραὴλ σημεῖόν ἐστιν ἐν ἐμοὶ αἰώνιον · ὅτι ἓξ ἡμέραις ἐποίησε Κύριος τὸν οὐρανὸν καὶ τὴν γῆν καὶ τῇ ἡμέρᾳ τῇ ἑβδόμῃ ἐπαύσατο καὶ κατέπαυσε.
31,18,"καὶ ἔδωκε Μωυσῇ, ἡνίκα κατέπαυσε λαλῶν αὐτῷ ἐν τῷ ὄρει τῷ Σινά, τὰς δύο πλάκας τοῦ μαρτυρίου, πλάκας λιθίνας γεγραμμένας τῷ δακτύλῳ τοῦ Θεοῦ."
32,1,"καὶ ἰδὼν ὁ λαὸς ὅτι κεχρόνικε Μωυσῆς καταβῆναι ἐκ τοῦ ὄρους, συνέστη ὁ λαὸς ἐπὶ Ἀαρὼν καὶ λέγουσιν αὐτῷ · ἀνάστηθι καὶ ποίησον ἡμῖν θεούς, οἳ προπορεύσονται ἡμῶν · ὁ γὰρ Μωυσῆς οὗτος ὁ ἄνθρωπος, ὃς ἐξήγαγεν ἡμᾶς ἐκ γῆς Αἰγύπτου, οὐκ οἴδαμεν τί γέγονεν αὐτῷ."
32,2,καὶ λέγει αὐτοῖς Ἀαρών · περιέλεσθε τὰ ἐνώτια τὰ χρυσὰ τὰ ἐκ τοῖς ὠσὶ τῶν γυναικῶν ὑμῶν καὶ θυγατέρων καὶ ἐνέγκατε πρός με.
32,3,καὶ περιείλαντο πᾶς ὁ λαὸς τὰ ἐνώτια τὰ χρυσᾶ τὰ ἐν τοῖς ὠσὶν αὐτῶν καὶ ἤνεγκαν πρὸς Ἀαρών.
32,4,"καὶ ἐδέξατο ἐκ τῶν χειρῶν αὐτῶν καὶ ἔπλασεν αὐτὰ ἐν τῇ γραφίδι καὶ ἐποίησεν αὐτὰ μόσχον χωνευτὸν καὶ εἶπεν · οὗτοι οἱ θεοί σου, Ἰσραήλ, οἵτινες ἀνεβίβασάν σε ἐκ γῆς Αἰγύπτου. E"
32,5,"καὶ ἰδὼν Ἀαρὼν ᾠκοδόμησε θυσιαστήριον κατέναντι αὐτοῦ, καὶ ἐκήρυξεν Ἀαρὼν λέγων · ἑορτὴν τοῦ Κυρίου αὔριον. E"
32,6,"καὶ ὀρθρίσας τῇ ἐπαύριον ἀνεβίβασεν ὁλοκαυτώματα καὶ προσήνεγκε θυσίαν σωτηρίου, καὶ ἐκάθισεν ὁ λαὸς φαγεῖν καὶ πιεῖν καὶ ἀνέστησαν παίζειν."
32,7,"καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν λέγων · βάδιζε τὸ τάχος, κατάβηθι ἐντεῦθεν · ἠνόμησε γὰρ ὁ λαός σου, ὃν ἐξήγαγες ἐκ γῆς Αἰγύπτου ·"
32,8,"παρέβησαν ταχὺ ἐκ τῆς ὁδοῦ, ἧς ἐνετείλω αὐτοῖς · ἐποίησαν ἑαυτοῖς μόσχον καὶ προσκεκυνήκασιν αὐτῷ καὶ τεθύκασιν αὐτῷ καὶ εἶπαν · οὗτοι οἱ θεοί σου, Ἰσραήλ, οἵτινες ἀνεβίβασάν σε ἐκ γῆς Αἰγύπτου. E"
32,9,καὶ νῦν ἔασόν με καὶ θυμωθεὶς ὀργῇ εἰς αὐτούς ἐκτρίψω αὐτοὺς
32,10,καὶ ποιήσω σε εἰς ἔθνος μέγα.
32,11,"καὶ ἐδεήθη Μωυσῆς ἔναντι Κυρίου τοῦ Θεοῦ καὶ εἶπεν · ἱνατί, Κύριε, θυμοῖ ὀργῇ εἰς τὸν λαόν σου, οὓς ἐξήγαγες ἐκ γῆς Αἰγύπτου ἐν ἰσχύϊ μεγάλῃ καὶ ἐν τῷ βραχίονί σου τῷ ὑψηλῷ;"
32,12,"μή ποτε εἴπωσιν οἱ Αἰγύπτιοι λέγοντες · μετὰ πονηρίας ἐξήγαγεν αὐτοὺς ἀποκτεῖναι ἐν τοῖς ὄρεσι καὶ ἐξαναλῶσαι αὐτοὺς ἀπὸ τῆς γῆς. παῦσαι τῆς ὀργῆς τοῦ θυμοῦ σου καὶ ἵλεως γενοῦ ἐπὶ τῇ κακίᾳ τοῦ λαοῦ σου,"
32,13,"μνησθεὶς Ἁβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ τῶν σῶν οἰκετῶν, οἷς ὤμοσας κατὰ σεαυτοῦ καὶ ἐλάλησας πρὸς αὐτοὺς λέγων · πολυπληθυνῶ τὸ σπέρμα ὑμῶν ὡσεὶ τὰ ἄστρα τοῦ οὐρανοῦ τῷ πλήθει, καὶ πᾶσαν τὴν γῆν ταύτην, ἣν εἶπας δοῦναι τῷ σπέρματι αὐτῶν, καὶ καθέξουσιν αὐτὴν εἰς τὸν αἰῶνα."
32,14,"καὶ ἱλάσθη Κύριος περὶ τῆς κακίας, ἧς εἶπε ποιῆσαι τὸν λαὸν αὐτοῦ."
32,15,"καὶ ἀποστρέψας Μωυσῆς κατέβη ἀπὸ τοῦ ὄρους, καὶ αἱ δύο πλάκες τοῦ μαρτυρίου ἐν ταῖς χερσὶν αὐτοῦ, πλάκες λίθιναι καταγεγραμμέναι ἐξ ἀμφοτέρων τῶν μερῶν αὐτῶν, ἔνθεν καὶ ἔνθεν ἦσαν γεγραμμέναι · E"
32,16,"καὶ αἱ πλάκες ἔργον Θεοῦ ἦσαν, καὶ ἡ γραφὴ γραφὴ Θεοῦ κεκολαμμένη ἐν ταῖς πλαξί. E"
32,17,καὶ ἀκούσας Ἰησοῦς τῆς φωνῆς τοῦ λαοῦ κραζόντων λέγει πρὸς Μωυσῆν · φωνὴ πολέμου ἐν τῇ παρεμβολῇ. E
32,18,"καὶ λέγει · οὐκ ἔστι φωνὴ ἐξαρχόντων κατ’ ἰσχύν, οὐ -δὲ φωνὴ ἐξαρχόντων τροπῆς, ἀλλὰ φωνὴν ἐξαρχόντων οἴνου ἐγὼ ἀκούω. E"
32,19,"καὶ ἡνίκα ἤγγιζε τῇ παρεμβολῇ, ὁρᾷ τὸν μόσχον καὶ τοὺς χορούς, καὶ ὀργισθεὶς θυμῷ Μωυσῆς ἔρριψεν ἀπὸ τῶν χειρῶν αὐτοῦ τὰς δύο πλάκας, καὶ συνέτριψεν αὐτὰς ὑπὸ τὸ ὄρος."
32,20,"καὶ λαβὼν τὸν μόσχον, ὃν ἐποίησαν, κατέκαυσεν αὐτὸν ἐν πυρὶ καὶ κατήλεσεν αὐτὸν λεπτὸν καὶ ἔσπειρεν αὐτὸν ἐπὶ τὸ ὕδωρ καὶ ἐπότισεν αὐτὸ τοὺς υἱοὺς Ἰσραήλ."
32,21,"καὶ εἶπε Μωυσῆς τῷ Ἀαρών · τί ἐποίησέ σοι ὁ λαὸς οὗτος, ὅτι ἐπήγαγες ἐπ’ αὐτοὺς ἁμαρτίαν μεγάλην;"
32,22,"καὶ εἶπεν Ἀαρὼν πρὸς Μωυσῆν · μὴ ὀργίζου, κύριε · σὺ γὰρ οἶδας τὸ ὅρμημα τοῦ λαοῦ τούτου."
32,23,"λέγουσι γάρ μοι · ποίησον ἡμῖν θεούς, οἳ προπορεύσονται ἡμῶν · ὁ γὰρ Μωυσῆς οὗτος ὁ ἄνθρωπος, ὃς ἐξήγαγεν ἡμᾶς ἐξ Αἰγύπτου, οὐκ οἴδαμεν τί γέγονεν αὐτῷ."
32,24,"καὶ εἶπα αὐτοῖς · εἴ τινι ὑπάρχει χρυσία, περιέλεσθε. καὶ ἔδωκάν μοι · καὶ ἔρριψα εἰς τὸ πῦρ, καὶ ἐξῆλθεν ὁ μόσχος οὗτος."
32,25,"καὶ ἰδὼν Μωυσῆς τὸν λαὸν ὅτι διεσκέδασται, διεσκέδασε γὰρ αὐτοὺς Ἀαρὼν ἐπίχαρμα τοῖς ὑπεναντίοις αὐτῶν,"
32,26,ἔστη δὲ Μωυσῆς ἐπὶ τῆς πύλης τῆς παρεμβολῆς καὶ εἶπε · τίς πρὸς Κύριον; E ἴτω πρός με. συνῆλθον οὖν πρὸς αὐτὸν πάντες οἱ υἱοὶ Λευί.
32,27,καὶ λέγει αὐτοῖς · τάδε λέγει Κύριος ὁ Θεὸς Ἰσραήλ · θέσθε ἕκαστος τὴν ἑαυτοῦ ρομφαίαν ἐπὶ τὸν μηρὸν καὶ διέλθατε καὶ ἀνακάμψατε ἀπὸ πύλης ἐπὶ πύλην διά τῆς παρεμβολῆς καὶ ἀποκτείνατε ἕκαστος τὸν ἀδελφὸν αὐτοῦ καὶ ἕκαστος τὸν πλησίον αὐτοῦ καὶ ἕκαστος τὸ ἔγγιστα αὐτοῦ. E
32,28,"καὶ ἐποίησαν οἱ υἱοὶ Λευὶ καθὰ ἐλάλησεν αὐτοῖς Μωυσῆς, καὶ ἔπεσαν ἐκ τοῦ λαοῦ ἐν ἐκείνῃ τῇ ἡμέρᾳ εἰς τρισχιλίους ἄνδρας."
32,29,"καὶ εἶπεν αὐτοῖς Μωυσῆς · ἐπληρώσατε τὰς χεῖρας ὑμῶν σήμερον Κυρίῳ, ἕκαστος ἐν τῷ υἱῷ ἢ ἐν τῷ ἀδελφῷ αὐτοῦ, δοθῆναι ἐφ’ ὑμᾶς εὐλογίαν. E"
32,30,"καὶ ἐγένετο μετὰ τὴν αὔριον εἶπε Μωυσῆς πρὸς τὸν λαόν · ὑμεῖς ἡμαρτήκατε ἁμαρτίαν μεγάλην · καὶ νῦν ἀναβήσομαι πρὸς τὸν Θεόν, ἵνα ἐξιλάσωμαι περὶ τῆς ἁμαρτίας ὑμῶν."
32,31,"ὑπέστρεψε δὲ Μωυσῆς πρὸς Κύριον καὶ εἶπε · δέομαι, Κύριε · ἡμάρτηκεν ὁ λαὸς οὗτος ἁμαρτίαν μεγάλην καὶ ἐποίησαν ἑαυτοῖς θεοὺς χρυσοῦς."
32,32,"καὶ νῦν εἰ μὲν ἀφεῖς αὐτοῖς τὴν ἁμαρτίαν αὐτῶν, ἄφες · εἰ δὲ μή, ἐξάλειψόν με ἐκ τῆς βίβλου σου, ἧς ἔγραψας. E"
32,33,"καὶ εἶπε Κύριος πρὸς Μωυσῆν · εἴ τις ἡμάρτηκεν ἐνώπιόν μου, ἐξαλείψω αὐτοὺς ἐκ τῆς βίβλου μου."
32,34,"νυνὶ δὲ βάδιζε, κατάβηθι καὶ ὁδήγησον τὸν λαὸν τοῦτον εἰς τὸν τόπον, ὃν εἶπά σοι · ἰδοὺ ὁ ἄγγελός μου προπορεύσεται πρὸ προσώπου σου · ᾗ δ’ ἂν ἡμέρᾳ ἐπισκέπτωμαι, ἐπάξω ἐπ’ αὐτοὺς τὴν ἁμαρτίαν αὐτῶν."
32,35,"καὶ ἐπάταξε Κύριος τὸν λαὸν περὶ τῆς ποιήσεως τοῦ μόσχου, οὗ ἐποίησεν Ἀαρών."
33,1,"καὶ εἶπε Κύριος πρὸς Μωυσῆν · προπορεύου, ἀνάβηθι ἐντεῦθεν σὺ καὶ ὁ λαός σου, οὓς ἐξήγαγες ἐκ γῆς Αἰγύπτου, εἰς τὴν γῆν, ἣν ὤμοσα τῷ Ἁβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ λέγων · τῷ σπέρματι ὑμῶν δώσω αὐτήν."
33,2,"καὶ συναποστελῶ τὸν ἄγγελόν μου πρὸ προσώπου σου, καὶ ἐκβαλεῖ τὸν Ἀμορραῖον καὶ Χετταῖον καὶ Φερεζαῖον καὶ Γεργεσαῖον καὶ Εὐαῖον καὶ Ἰεβουσαῖον καὶ Χαναναῖον."
33,3,"καὶ εἰσάξω σε εἰς γῆν ρέουσαν γάλα καὶ μέλι · οὐ γὰρ μὴ συναναβῶ μετὰ σοῦ, διὰ τὸ λαὸν σκληροτράχηλόν σε εἶναι, ἵνα μὴ ἐξαναλώσω σε ἐν τῇ ὁδῷ."
33,4,"καὶ ἀκούσας ὁ λαὸς τὸ ρῆμα τὸ πονηρὸν τοῦτο, κατεπένθησεν ἐν πενθικοῖς."
33,5,"καὶ εἶπε Κύριος τοῖς υἱοῖς Ἰσραήλ · ὑμεῖς λαὸς σκληροτράχηλος · E ὁρᾶτε, μὴ πληγὴν ἄλλην ἐπάξω ἐγὼ ἐφ’ ὑμᾶς καὶ ἐξαναλώσω ὑμᾶς. νῦν οὖν ἀφέλεσθε τὰς στολὰς τῶν δοξῶν ὑμῶν καὶ τόν κόσμον, καὶ δείξω σοι ἃ ποιήσω σοι."
33,6,καὶ περιείλαντο οἱ υἱοὶ Ἰσραὴλ τὸν κόσμον αὐτῶν καὶ τὴν περιστολὴν ἀπὸ τοῦ ὄρους τοῦ Χωρήβ.
33,7,"καὶ λαβὼν Μωυσῆς τὴν σκηνὴν αὐτοῦ ἔπηξεν ἔξω τῆς παρεμβολῆς, μακρὰν ἀπὸ τῆς παρεμβολῆς, καὶ ἐκλήθη σκηνὴ μαρτυρίου · καὶ ἐγένετο, πᾶς ὁ ζητῶν Κύριον ἐξεπορεύετο εἰς τὴν σκηνὴν τὴν ἔξω τῆς παρεμβολῆς."
